id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios,Amenidades,Exteriores,,
789,Inm24,,01/04/2025,Departamento,58m²,1,1,venta,"ventaMN 2,153,344","Mantenimiento MN 1,622","Jose Luis Verdia 193,  Barrio Analco, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.669483600000000,-103.336426700000000&zoom=16&markers=20.669483600000000,-103.336426700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PXTTM5aY0g1IssD6fFoRE_zff-E=&channel=rpfic-i24",Departamento en Venta en Analco - Mossaica S1 - 309,"Descubre este encantador departamento en venta en la exclusiva torre Mossaica, ubicada en la tradicional colonia Analco. Situado en el tercer piso, este hogar ofrece una superficie de 57.95 m² . El departamento cuenta con una recámara con clóset, un baño completo, cocina equipada con acabados modernos y un cuarto de lavado. Su diseño versátil incluye una alcoba flex, perfecta para adaptarse a tus necesidades como estudio, sala de TV o incluso una segunda habitación. Además, dispone de un cajón de estacionamiento, brindándote comodidad y seguridad. Su ubicación privilegiada te conecta fácilmente con las principales vialidades, comercios y servicios de la ciudad. Vive en un espacio funcional, moderno y lleno de luz, perfecto para quienes buscan comodidad y estilo en una de las zonas con mayor tradición de la ciudad. ¡Agenda tu cita y conoce tu próximo hogar!",SIERRA PROVIDENCIA,EB-SO0770,145932622,Publicado hace 46 días,58 m² tot.,58 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Terraza; Cuartos de servicio; Mascotas; Cocina integral; Piso en el que se encuentra : 3; Número de departamentos : 68,Gimnasio,Estudio; Area de eventos; Closets : 1; Salón de usos múltiples; Cuarto de TV; Oficina,Balcón(es) : 1,,
790,Inm24,,01/04/2025,Departamento,112m²,2,2,venta,"ventaMN 6,908,358",,"Andrés Teran ,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.689808700000000,-103.367912300000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=E735JsgjAt6yciexsl6M2ujAsv4=&channel=rpfic-i24","Departamento en Venta en Torre Terán, Chapultepec Country, Guadalajara","Exclusivo departamento en ""Torre Terán"", nuevo y listo para estrenar, ubicado en una de las mejores zonas de Guadalajara, espacios amplios y exclusivos en el desarrollo, únicamente 13 departamentos. SUPERFICIE: Privativa 111.83 m2 Terraza 15.83 Total 127.66 m2 DISTRIBUCIÓN: Cocina integral Sala y comedor Terraza Recámara principal con vestidor y baño completo Recámaras secundaria con closet y baño completo Área de lavado 2 cajones de estacionamiento + bodega (en sótano) UBICACIÓN y ZONAS ALEDAÑAS: Con una inmejorable ubicación dentro de la Zona Metropolitana de Guadalajara, Chapultepec Country se convierte en el lugar ideal para dar vida a este increíble proyecto. Una tranquila zona residencial frente a una de las colonias de mayor prestigio de la ciudad y a solo minutos de la Colonia Providencia y la Zona Financiera. PLUS/EXTRAS: Nivel PB al frente del edificio Caseta de seguridad blindada CCTV y control de acceso Smart home (opcional) AMENIDADES: Rooftop Garden ¡LISTO PARA ESTRENAR! PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-OF8818,91230556,Publicado hace más de 1 año,112 m² tot.,112 m² cub.,2 baños,2 estac.,2 rec.,,A estrenar,Cocina integral,,,,,
791,Inm24,,01/04/2025,Departamento,85m²,3,,venta,"ventaMN 6,040,000",,"Justo Sierra,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.677732886906781,-103.366819937048333&zoom=16&markers=20.677732886906781,-103.366819937048333&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=IE_f4VGxlELAj1mwFpY3Viebcr0=&channel=rpfic-i24",Departamento en Venta Colonia Americana,"DEPARTAMENTO EN PREVENTA COLONIA AMERICANA A UNAS CUADRAS DE LOPEZ MATEOS Desde $3'560,000 hasta $6,040,000 MODELOS: Autentico 65.20 m2 Bello 92.95 Comfort 116.04 m2 Distinzione 85.98 m2 AMENIDADES Lobby Infinity pool Social lounge Firepit Workspace Fitness Center Grill Garden Terraza Dos amplios elevadores *PRECIOS SUJETOS A DISPONIBILIDAD Y FECHA DE PREVENTA * DEPENDE DE LA ELECCIÓN DE MODELO *PROMOCIONES VIGENTES. EasyBroker ID: EB-LG7315",H&H ASESORES,EB-LG7315,144569430,Publicado hace 226 días,85 m² tot.,85 m² cub.,2 baños,,3 rec.,1 medio baño,A estrenar,Alberca,Gimnasio,Salón de usos múltiples,,,
792,Inm24,,01/04/2025,Departamento,116m²,3,2,venta,"ventaMN 7,082,865",,"EMILIO CASTELAR ,  Fraccionamiento Vallarta Poniente, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.673316800000000,-103.384017400000000&zoom=16&markers=20.673316800000000,-103.384017400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=c-PhSia18j5-zoNgjJH9gMh7pxQ=&channel=rpfic-i24",Departamento Nuevo Zona Minerva,"¡La Mejor Oportunidad para Ti! Sabemos que los detalles son importantes, y que solo el mejor lugar puede satisfacer tus necesidades. Si eres de los que buscan lo exclusivo y lo mejor, ¡este departamento es para ti! Características que hacen la diferencia: Ubicación Premium: EDIFICIO NUEVO CON AMENIDADES ZONA DE LOPEZ MATEOS Y JUSTO SIERRA en una zona estratégica y de alta demanda. Diseño y Calidad: DEPARTAMENTOS CON ACABADOS DE LUJO AMPLIOS ESPACIOS, FUNCIONALES CONFORT Y ELEGANCIA Comodidad: Seguridad y Privacidad: Un entorno seguro y tranquilo que te hará sentir siempre en casa. Lo que nos distingue: DEPARTAMENTO NUEVO TORRE SANTORA MODELO COMONFORT PISO 2 116.00 MTS DE CONSTRUCCION SALA COMEDOR 3 RECAMARAS 2 BAÑOS CON BALCON CON BODEGA Atención personalizada, resolviendo todas tus dudas de manera clara y profesional. Facilidad de negociación: Queremos que te sientas cómodo con tu compra. ¡Vamos a encontrar la mejor opción para ti! Precio competitivo: Valoramos tu inversión y garantizamos una relación calidad-precio inmejorable. No te conformes con menos. Este es un lugar que está a la altura de tus expectativas. ¡Agendemos una visita y estamos listos para atender todas tus necesidades!",H&H ASESORES,6060O4,145962724,Publicado hace 43 días,116 m² tot.,116 m² cub.,,2 estac.,3 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Alberca; Terraza; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 2; Fecha disponible : INMEDITA; Closet,Area de lavandería; Gimnasio; Seguridad privada; Servicios básicos (agua/luz),Area de eventos; Salón de usos múltiples,Balcón(es) : 1,,
793,Inm24,,01/04/2025,Departamento,56m²,2,1,venta,"ventaMN 3,100,000","Mantenimiento MN 2,500","Calle Juan Ruiz de Alarcón 519 colonia Moderna,  Moderna, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.666113400000000,-103.376136100000000&zoom=16&markers=20.666113400000000,-103.376136100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=7hJt5a0ROBnhfNXK3ui0vTqtg4A=&channel=rpfic-i24","Departamento en Venta en Coordenada Lafayette, Col Moderna, Guadalajara.","Coordenada Lafayette se encuentra en ubicación Inigualable: Ideal para Vivir en un lugar cómodo y tranquilo. A sólo unos minutos del icónico Andador Chapultepec y de la Glorieta Niños Héroes contando con excelentes vías de acceso, rodeada de áreas para disfrutar con amigos como restaurantes, comercios, parques, escuelas, hospitales, etc. El departamento cuenta con la siguiente distribución: • Sala y comedor que cuenta con Excelente Iluminación Natural. • Cocina integral con estufa, campana, tarja, estantes multifunción. • Barra desayunadora base de piedra natural con amplio espacio que se integra perfectamente con el resto del departamento para crear un ambiente cálido y agradable para tu Familia y Amigos. • Cuenta con un cuarto de lavado con su Boiler de paso. • Recámara principal de excelente tamaño con clóset para una pareja o una persona. • Baño completo en recámara principal • Recámara secundaria que puede utilizarte también para estudio.",GRUPO INÉVITA,5RR548,144103628,Publicado hace 282 días,56 m² tot.,56 m² cub.,1 baño,1 estac.,2 rec.,,1 años,Elevador : 1; Cuartos de servicio; Escuelas Cercanas; Mascotas; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 6; Fecha disponible : inmediato; Ubicación : Frente,Aire acondicionado; Seguridad privada,Estudio; Closets : 1; Salón de usos múltiples,,,
794,Inm24,,01/04/2025,Departamento,117m²,1,2,venta,"ventaMN 7,981,855",,"Asuncion ,  Fraccionamiento Colomos Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.709278249535740,-103.380941932015970&zoom=16&markers=20.709278249535740,-103.380941932015970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tt4qcYhqX0jJeLkTSlZB7NVUc84=&channel=rpfic-i24",Departamento de Lujo en Venta Colomos Providencia,"Colomos Providencia, Conjunto habitacional de lujos rodeados de dos zonas de aéreas verdes mas grandes de la cd de Guadalajara que es la zona de country club y el bosque de los Colomos Con importantes vías de comunicación alrededor Departamento de lujo en venta en Masaya Torre Asunción Acceso controlado Vigilancia 24 horas Sala Comedor Cocina Integral Baño de visitas 1 recamara 1 baño completo Torre Asunción nivel 3 117.01 mts Amenidades de Lujo Alberca climatizada con área de asador. Amplias áreas verdes. Salón de usos múltiples. Salón de juegos. Business Center. Motor lobby. Gimnasio. Pet Friendly. Lobby. Área de estar para conductores con cocineta y baño completo.",H&H ASESORES,5T4PK8,145121108,Publicado hace 157 días,117 m² tot.,117 m² cub.,1 baño,2 estac.,1 rec.,1 medio baño,A estrenar,Elevador : 1; Caseta de guardia; Alberca; Escuelas Cercanas; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 3; Fecha disponible : INMEDITA,Area de lavandería; Gimnasio; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Espacio de co-working,Area de eventos; Closets : 1; Salón de usos múltiples; Sótano,Asador; Estacionamientos,,
795,Inm24,,01/04/2025,Departamento,60m²,2,1,venta,"ventaMN 6,270,000","Mantenimiento MN 2,500","Valparaíso 2367,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.702252000000001,-103.377109200000006&zoom=16&markers=20.702252000000001,-103.377109200000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8HsTtTi3WQU514msQWWZSKSwxUw=&channel=rpfic-i24",Depa Amueblado en Punto Sao Paulo,"Listo para mudarte! DEPARTAMENTO AMUEBLADO exquisitamente , en la zona de mayor plusvalía  de la ciudad, frente al Country y dentro del centro comercial Punto Sao Paulo, se encuentra Sao Paulo Vertical, torre de departamentos con estilo industrial y todas las amenidades que requieres para vivir el estilo de vida que buscas. Si tu interes es inversión  , este departamento esta listo para que empieces a recibir rentas de estancia larga o corta.  VEN Y CONOCELO, vas a amar el proyecto, la ubicación  y el departamento. WIG: pphjEuV",Guia Excelencia Inmobiliaria,5TDP9C,145363782,Publicado hace 116 días,70 m² tot.,60 m² cub.,2 baños,1 estac.,2 rec.,1 medio baño,2 años,Amueblado; Elevador : Si; Caseta de guardia; Alberca; Cocina integral; Estado de conservación : Excelente,Gimnasio; Aire acondicionado; Área de Juegos Infantiles,Salón de usos múltiples,Asador,,
796,Inm24,,01/04/2025,Departamento,48m²,1,1,venta,"ventaMN 1,919,066",,"Calzada Indepdendencia, Arga Vertical,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.666357500000000,-103.346852200000000&zoom=16&markers=20.666357500000000,-103.346852200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GZojB1rCQrOJy2kXHrdVEWxnT6w=&channel=rpfic-i24","Departamento en Venta, Zona Centro, Guadalajara","Departamento a estrenar para entrega inmediata en ""ARGA VERTICAL"", Ubicado en zona centro histórico de GDL, Arga es un desarrollo residencial que te conecta con la ciudad por su increíble ubicación. Departamentos desde 40 m2 hasta 71 m2. SUPERFICIE: 48.61m2 45.57 interior 3.04 balcón. DISTRIBUCIÓN: Cocina integral Barra desayunadora Sala Baño completo Recámara principal con closet Closet de lavado 1 cajón de estacionamiento para moto UBICACIÓN y ZONAS ALEDAÑAS: Se encuentra en zona centro historico de GDL, a dos cuadras del parque Agua Azul, a media cuadra de el Teatro Diana. Cerca de centros comerciales, centros de estudio y cuenta con fácil acceso a el Tren Ligero y vias importantes como calzada Independencia. AMENIDADES: Lobby Mailbox Bicipuerto Sky GYM Game zone Sky bar Grill Zone Co Working Seguridad 24/7 Open Theater Pet zone Urban Garden Fire pit Joggin line ¡LISTO PARA HABITAR! PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-RC4427,145896842,Publicado hace 48 días,48 m² tot.,48 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Escuelas Cercanas; Cocina integral; Estado de conservación : Excelente,Seguridad privada,Closets : 1,,,
797,Inm24,,01/04/2025,Departamento,57m²,1,1,venta,"ventaMN 2,477,000",Mantenimiento MN 700,"Av. Gobernador Luis G. Curiel  al 2600,  El Dean, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.636916400000000,-103.351099199999993&zoom=16&markers=20.636916400000000,-103.351099199999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=l1r8R0buylru6Y6P4NGSPRhiQbA=&channel=rpfic-i24",Departamento en Colon y Lazaro,"Moderno y Acogedor Departamento de 1 Recámara y Estudio en el Corazón de Guadalajara Bienvenido a tu nuevo hogar en el vibrante corazón de Guadalajara. Este encantador departamento de 1 recámara y 1 estudio ofrece una experiencia de vida contemporánea y conveniente en una ubicación privilegiada. Con un diseño moderno y funcional, este espacio de 57 metros cuadrados se ha optimizado para ofrecerte comodidad y estilo. Características del Departamento: 1 Recámara: Amplia y luminosa, la recámara principal es un santuario de tranquilidad. Con espacio suficiente para una cama queen size y mobiliario adicional, es el lugar perfecto para relajarse después de un largo día. 1 Estudio: Ideal para aquellos que trabajan desde casa o necesitan un espacio creativo, el estudio es un rincón inspirador con luz natural que fluye a través de las ventanas, creando el ambiente perfecto para la concentración. 2 Baños: El departamento cuenta con dos baños completos, cuidadosamente diseñados y equipados con modernos accesorios. La comodidad está garantizada, sin importar si estás preparándote para el día o relajándote en un baño relajante. Cocina Equipada: La cocina de diseño abierto está equipada con electrodomésticos modernos y mucho espacio de almacenamiento. Es el lugar ideal para preparar deliciosas comidas y disfrutarlas en el acogedor comedor contiguo. Área de Sala: La sala de estar es el núcleo social del departamento. Espaciosa y luminosa, es perfecta para recibir amigos y familiares, ver películas o simplemente descansar en un ambiente confortable y elegante. Ubicación: Situado a pocos minutos del bullicioso centro de Guadalajara, este departamento te ofrece la comodidad de estar cerca de restaurantes de primera clase, tiendas exclusivas, parques encantadores y una vibrante vida nocturna. Además, la proximidad a transporte público y principales vías de acceso te conecta fácilmente con el resto de la ciudad. Extras: Seguridad: El edificio cuenta con sistemas de seguridad modernos para tu tranquilidad y paz mental. Estacionamiento: Incluye un espacio de estacionamiento asignado para tu conveniencia. Áreas Comunes: Disfruta de áreas comunes bien cuidadas, como jardines o terrazas, perfectas para socializar o relajarte al aire libre. Este departamento es más que un lugar para vivir; es un espacio que refleja tu estilo de vida dinámico y moderno. No esperes más para hacer de este lugar tu hogar. ¡Bienvenido a la vida urbana de Guadalajara!",Piso 90,PAP5632504,141891360,Publicado hace más de 1 año,57 m² tot.,57 m² cub.,2 baños,1 estac.,1 rec.,,A estrenar,,,,,,
798,Inm24,,01/04/2025,Departamento,160m²,2,2,venta,"ventaMN 8,664,134",,"Fraccionamiento Italia Providencia,  Fraccionamiento Italia Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.694007100000000,-103.377501900000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=w55_A9J_2UvENU7blpI2rmEf3i0=&channel=rpfic-i24",Departamento Venta Providencia,"departamento en la mejor zona de Guadalajara, en un desarrollo exclusivo, con seguridad 24hrs y terminados de lujo. Ubicado en el piso 2, el área social cuenta con amplia estancia, comedor con balcón, cocina integral con barra de granito, medio baño de visitas y área de lavado. Cuenta con 2 amplias habitaciones, cada una con baño y vestidor. Tres cajones de estacionamiento, bodega en sótano, seguridad 24 hrs lobby, motor lobby; salón de usos múltiples, gimnasio, bussines center, terraza con área de bar, grill y chimenea, alberca climatizada con paneles solares",H&H ASESORES,5SECPK,144569570,Publicado hace 226 días,,160 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,1 años,Elevador : 1; Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente,Area de lavandería; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Espacio de co-working,Bodega(s) : 1,Balcón(es) : 1; Estacionamientos; Jardín Privado,,
799,Inm24,,01/04/2025,Departamento,95m²,3,2,venta,"ventaMN 2,990,000",Mantenimiento MN 900,"Departamentos en Guadalajara,  La Aurora, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.649971099999998,-103.338221399999994&zoom=16&markers=20.649971099999998,-103.338221399999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=dz3CPMIWa2IPrY966A-jrG0P2CA=&channel=rpfic-i24",Venta Departamento en La Aurora Guadalajara,"Amplio departamento en cuarto piso. Con mucha seguridad, caseta 24/7. En una ubicación con salidas a todas las avenidas principales y vias rápidas, asi como un excelente plusvalía. Este complejo de edificios cuenta con terraza, amplia area verde y elevador en todas las torres, asi como en el estacionamiento. Este departamento cuenta con 2 cajones de estacionamiento techados y escriturados. Dentro del departamento encontramos una Amplia area de cocina y sala comedor, asi como un espacio de area de lavado. Tiene dos recamaras secundarias de muy buen tamaño, un espacio de area común ideal para cuarto de TV, oficina o cerrar para una tercera habitación. Recamara principal con baño completo, closet y un pequeño balcon que le da mucha frescura a todo el departamento. Todo esto distribuido en 95m2.",Piso 90,EB-OD7239,141891195,Publicado hace más de 1 año,95 m² tot.,95 m² cub.,2 baños,2 estac.,3 rec.,,A estrenar,Elevador : 1; Terraza; Mascotas; Acceso discapacitados,,,Balcón(es) : 1; Jardín Privado,,
800,Inm24,,01/04/2025,Departamento,130m²,2,2,venta,"ventaMN 7,990,000","Mantenimiento MN 4,000","Av. México,  Fraccionamiento Vallarta San Jorge, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.677012200000000,-103.400573200000000&zoom=16&markers=20.677012200000000,-103.400573200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_wbFponHVsOav0VKuzjLgEVYBZk=&channel=rpfic-i24","Departamento en Venta en Central Park, Av Mexico, Guadalajara","Exclusivo departamento en venta en Central Park, un desarrollo arquitectónico que fusiona lujo, confort y tecnología de última generación. Ubicado en una zona privilegiada, este proyecto ofrece una experiencia de vida única, donde la modernidad convive con la naturaleza en perfecta armonía SUPERFICIE: 130 m2 DISTRIBUCIÓN: Cocina concepto abierto con barra desayunadora Sala / comedor amplios Área de lavandería Recámara principal con vestidor y baño completo Recámara secundaria con clóset Baño completo fuera de la habitación UBICACIÓN y ZONAS ALEDAÑAS: Excelente ubicación sobre Av. México, con fácil acceso a puntos clave de la ciudad. A solo 1 minuto de Plaza Amistad, 3 minutos de Providencia y 3 minutos de Av. Vallarta, este sitio ofrece una conexión inmejorable con las principales zonas comerciales y de entretenimiento, asegurando conveniencia y accesibilidad en tu día a día. AMENIDADES: Dos gimnasios Alberca panorámica piso 24 Sala de yoga Salón de usos múltiples Restaurante Sala de cine Recibidor lobby Biblioteca Salón de juegos ¡LISTO PARA ESCRITURAR! PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-RE0230,144730074,Publicado hace 205 días,130 m² tot.,130 m² cub.,2 baños,2 estac.,2 rec.,,8 años,Caseta de guardia; Alberca; Escuelas Cercanas; Cocina integral; Estado de conservación : Excelente,Gimnasio; Internet/Wifi; Seguridad privada,Closets : 2,,,
801,Inm24,,01/04/2025,Departamento,112m²,2,2,venta,"ventaMN 7,416,420",,"Ottawa,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.704058600000000,-103.379374800000000&zoom=16&markers=20.704058600000000,-103.379374800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MJL45wz10ncAXbNDEgxdIWTInws=&channel=rpfic-i24","Departamento en Venta en Ottawa, Punto Sao Paulo, Guadalajara","A unos pasos de Punto Sao Paulo, el la zona financiera de la ciudad se encuentra un desarrollo élite y vanguardista diseñado por el Arquitecto Andrés Escobar, con acabados de primera calidad, amplios espacios y amenidades. SUPERFICIE: 112 m2 DISTRIBUCIÓN: 2 recámaras 2 baños completos Medio baño Cuarto de servicio Amplio espacio de sala y comedor Cocina equipada 2 cajones de estacionamiento techado Bodega DETALLES GENERALES DEL DESARROLLO: 2 elevadores exclusivos para el área habitacional Área comercial Seguridad 24/7 Cajones de estacionamiento de visita Ingreso por calle Otawa Ingreso por medio de tag a elevadores AMENIDADES: Lobby Terraza con jacuzzi Área en rooftop con terraza y gimnasio Área de coworking PLUS/EXTRAS: Cortineros y preparación para cortina eléctrica Aire acondicionado centralizado Ventanería de piso a techo (3.8 metros) Extractor en baños Iluminación LED ACABADOS: Duela de ingeniería color nogal Granito en cocina Ebony Crystal Piso de porcelanato 60 x 120 Accesorios de baño Helvex Carpintería a cargo de CASE UBICACIÓN Y ZONAS ALEDAÑAS: En la zona financiera de Guadalajara , a pasos de un corredor gastronómico, hoteles, Country Club, Plaza Andares, escuelas, comercios y avenidas principales ¡LISTO PARA ESCRITURAR! Orientación: N-S PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-LE3215,144921360,Publicado hace 182 días,112 m² tot.,112 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,A estrenar,Caseta de guardia; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente,Gimnasio; Aire acondicionado; Seguridad privada; Espacio de co-working,Closets : 2,,,
802,Inm24,,01/04/2025,Departamento,59m²,1,1,venta,"ventaMN 3,898,295",,"Av. De la Paz,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.671735487088990,-103.363909169866940&zoom=16&markers=20.671735487088990,-103.363909169866940&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6hbI6A7GsMLtW9FPkMvwkQX8X_4=&channel=rpfic-i24","Departamento en Venta en ""Atena"" Col. Americana, Guadalajar","Exclusivo departamento en ""Torre Atena Urban Living"", nuevo y listo para estrenar, ubicado en una de las mejores zonas de Guadalajara. ATENA; Es una torre de departamentos ubicada sobre la paz, una avenida representativa de la ciudad que se distingue por su ambiente comercial, bohemio, cultural, gastronómico y de entretenimiento. Cuenta con 64 departamentos tipo LOFT, 12 niveles y 9 prototipos diferentes, también contará con un área comercial. DEPARTAMENTO TIPO A (PB, vista norte y sur) SUPERFICIE: 59 m2 DISTRIBUCIÓN: 1 recámara 1 walking Closet 1 baño completo Sala Cocina integral Closet de lavado 1 cajón de estacionamiento UBICACIÓN Y ZONAS ALEDAÑAS: A 5 minutos de: Maia Co Working Gimnasio de Ju Jitsu Eco tienda Restaurantes: Cava Central, La Moresca, Casa Fayette, Santo Coyote A 10 minutos de: Casa Gonzalez Luna Gandhi, Gonvill Restaurantes: Fitzroy, Comala Café, Co Working Nevermind Gimnasios Move Wellness, Rubaw Hospital Vallarta y Justo Sierra PLUS/EXTRAS: Excelente ubicación Cerca de todos los servicios como supermercados, restaurantes, centro de entretenimiento, estaciones de bicicleta, hospitales, etc. AMENIDADES: Seguridad 24/7 Ciclopuerto Pet Shower E-Commerce concierge Coworking Gym Área de Yoga Roof Terrace con asadores Fire pit ¡LISTO PARA ESTRENAR! PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-NG3685,66802903,Publicado hace más de 1 año,59 m² tot.,59 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Escuelas Cercanas; Cocina integral,,,,,
803,Inm24,,01/04/2025,Departamento,61m²,1,1,venta,"ventaMN 4,458,007","Mantenimiento MN 1,525","Brasilia 2790,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.707585600000000,-103.380221100000000&zoom=16&markers=20.707585600000000,-103.380221100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=DkyZiOuAbwEpc7cocgep2mKx8-0=&channel=rpfic-i24",Departamento en Venta Colomos Providencia - Brasilia 10 Modelo A Bpb6,"Estrena departamento en la torre BRASILIA 10, ubicado en Colomos Providencia distinguida por su excelente ubicación con acceso inmediatos a las zonas mas importantes del norte de la ciudad, rodeada de comercios, hospitales, restaurantes y comercios. Desarrollo compuesto por 4 Torres, accesos controlados en cada torre, seguridad las 24 horas. Depto Tipo A 1 recamara 62.37 m2 mas terraza 53 m2 $5,664,099 Planta Baja Mantenimiento $25m2 Cuenta con amenidades únicas en un roof top exclusivo. -Wi Fi en zonas comunes -Sky fitness a 30 metros de altura *Terraza para yoga *Pista de jogging *Gimnasio con vista panorámica *Alberca con vista panoramica *Asoleaderos -Sky Lounge *Zonas de convivencia en terrazas *Sillones lounge *Estaciones de trabajo al aire libre -Parque central *Zona de ludoteca al aire libre *Zona de lectura y descanso -Zona comercial Entrega inmediata",SIERRA PROVIDENCIA,EB-OW2489,142088268,Publicado hace más de 1 año,,61 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Caseta de guardia; Alberca; Mascotas; Cocina integral; Piso en el que se encuentra : 2,Gimnasio; Seguridad privada; Área de Juegos Infantiles,Bodega(s) : 1; Salón de usos múltiples,,,
