id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios
113,Inm24,Gdl,abr-25,Terreno / Lote,588m²,,,venta,"ventaMN 10,500,000",,"VALLE VERDE,  Bosques de La Victoria, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.644227700000000,-103.396695300000000&zoom=16&markers=20.644227700000000,-103.396695300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=cwjb8s-Gl_dHFEcJCFgAB7ccpiM=&channel=rpfic-i24",Terreno en Venta en Club Hipico Tapatio,"Terreno ubicado dentro del Fraccionamiento Club Hípico Tpatio, conocido asi anteriormente y ahora es un coto privado residencial, a un costado de la Expo Guadalajara, el terro es plano, sin desniveles. Cuenta con 588 mts cuadrados, 14.27 x 41.20 **PRECIO SUJETO A CAMBIOS SIN PREVIO AVISO**",ZMG Inmobiliaria,EB-QG9981,143675768,Publicado hace 333 días,588 m² tot.,,,,,,10 años,Caseta de guardia,Seguridad privada
114,Inm24,Gdl,abr-25,Terreno / Lote,371m²,,,venta,"ventaMN 19,300,000",,"MAR CARIBE,  Country Club, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.701223780419753,-103.371189623278840&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=n5aoVSy9mbv9FvNTryhrD6O64DI=&channel=rpfic-i24",Terreno en Venta Mar Caribe Country Club,"TERRENO EN VENTA MAR CARIBE COUNTRY CLUB - El terreno abarca una superficie de 371m2, con una construcción actual de 365m2. - El COS (Coeficiente de Ocupación del Suelo) es de 0.58, lo que permite una superficie máxima de construcción de 268.80m2. - El CUS (Coeficiente de Utilización del Suelo) es de 0.98, permitiendo una superficie máxima de construcción de 921.60m2.",Gaant Grupo Inmobiliario,5SCFFN,144517973,Publicado hace 234 días,371 m² tot.,,,,,,A estrenar,,
115,Inm24,Gdl,abr-25,Terreno / Lote,1400m²,,,venta,"ventaMN 14,000,000",,"calle Gante 455,  Barragán y HernAndez, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.662637100000000,-103.339177500000000&zoom=16&markers=20.662637100000000,-103.339177500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ZQzm-tYCnBEi0Qrr7AOb2ZIlCCE=&channel=rpfic-i24",Terreno con 2 Bodegas en Venta,"Terreno con 2 bodegas en VENTA. El terreno se ubica en Calle Gante 455, colonia Barragán Hernández, C.P. Ver datos , en Guadalajara, Jalisco. Entre las calles Nicolás Bravo y José Luis Verdía. COS: 0.33 (COS permitido 0.80) CUS 0.33 (CUS permitido 4.00). Las bodegas se ubican en la calle en Fray Bartolomé de las Casas, colonia Barragán Hernández, Guadalajara, Jalisco. A unas cuadras de Av. 5 de febrero.",Ana Cynthia Castro,3LGL1Q,90360956,Publicado hace más de 1 año,1400 m² tot.,1400 m² cub.,,,,,10 años,,
116,Inm24,Gdl,abr-25,Terreno / Lote,998m²,,,venta,"ventaMN 10,978,000",,"Carr. Guadalajara - Chapala,  Jardines de San José, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.539518080800000,-103.296289443999995&zoom=16&markers=20.539518080800000,-103.296289443999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ad_YURZG3efsMNs1K1aRP3IgcMM=&channel=rpfic-i24",Terreno Industrial en Venta en Aepark (Frente Al Aeropuerto),"Terrenos Industriales en Venta – Parque Industrial frente al Aeropuerto Internacional de Guadalajara Invierte en una ubicación estratégica para tu negocio, con escrituración y entrega inmediata. Este parque industrial se encuentra sobre la Carretera Guadalajara – Chapala, justo frente al Aeropuerto Internacional de Guadalajara, ofreciendo una conexión excepcional a las principales vías logísticas de la región. Características del parque: 17 lotes industriales con precio de $11,00 por m². Lotes disponibles: Lote 18: 998 m². Lote 20: 1,046 m². Lote 21: 1303 m². Lote 22: 1000 m². Áreas de coworking para mayor productividad. Cajones de estacionamiento para visitas. Infraestructura de vanguardia: instalaciones ocultas, CCTV perimetral y control de accesos. Seguridad 24/7 para tranquilidad y protección de tus operaciones. Ventajas clave: Ubicación privilegiada frente al aeropuerto, ideal para operaciones logísticas e industriales. Entrega inmediata, lo que permite comenzar a construir y operar sin demoras. No pierdas la oportunidad de ser parte de este parque industrial de alta demanda.",ESPACIO 360 ASESORES INMOBILIARIOS,EB-SH6205,143452616,Publicado hace 357 días,998 m² tot.,998 m² cub.,,,,,A estrenar,,
117,Inm24,Gdl,abr-25,Terreno / Lote,535m²,,,venta,"ventaMN 1,926,072",,"Terreno EN Venta EL RIO Country  Club  11 Roble Guadalajara Jalisco,  Guadalajara, Jalisco","https://maps.google.com/maps/api/staticmap?center=20.744093913000000,-103.621599891000002&zoom=16&markers=20.744093913000000,-103.621599891000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=rny25jfRYAyk9mqK8CJRQz-9rcw=&channel=rpfic-i24",Terreno en Venta El Rio Country Club,"Terreno con pendiente decreciente y colinda con un riachuelo y campo de golf en la parte de atrás. En calle tranquila de 20 terrenos, cercano a lo que sera el acceso por la autopista puerto vallarta. Cuenta con agua, drenaje y luz Mantenimiento de $811.00 Disponibilidad y precio sujetos a cambio sin previo aviso. ID EasyBroker:EB-FR9396",PRIMARA,PLA5778647,142351622,Publicado hace más de 1 año,535 m² tot.,535 m² cub.,,,,,A estrenar,,
118,Inm24,Gdl,abr-25,Terreno / Lote,90m²,,,venta,"ventaMN 600,000",,"Colinas de Huentitan,  Colinas de HuentitAn, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.726855485669800,-103.301353859494060&zoom=16&markers=20.726855485669800,-103.301353859494060&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_d-tznbfy7WfJ3iBgvhuceGdjC8=&channel=rpfic-i24","Terreno de Oportunidad, Colinas de Huentitán, Zoologico Guadalajara. No Infonavit","TERRENO DE 90M² = 6x15 DE TIPO REGULAR Y PLANO RODEADO DE ZONA HABITACIONAL, CON VISTA A LA BARRANCA DE HUENTITÁN, ÁREA DE JUEGOS, ÁREA DE DONACIÓN PARA PARQUE E IGLESIA A UNOS METROS. A TAN SOLO UNOS MINUTOS DE LA CALZADA INDEPENDENCIA, PERIFERICO Y ZOOLÓGICO GUADALAJARA. TAMBIÉN ESTÁN CONSTRUYENDO LA ARENA GUADALAJARA (ESPECTÁCULOS) A 5 MINUTOS DEL TERRENO VIVA RODEADO DE NATURALEZA, PERO DENTRO DE LA CIUDAD ESTÁ EN PROCESO DE URBANIZACIÓN A TRAVÉS DE UN FIDEICOMISO CON EL BANCO BANSÍ PARA SEGURIDAD DE SU INVERSIÓN. NO INFONAVIT CITAS Ver datos",EJE INMOBILIARIO,3M2FR7,90788317,Publicado hace más de 1 año,90 m² tot.,,,,,,5 años,M&sup2; de frente : 5; M&sup2; de fondo : 15; Forma del terreno : Regular,
119,Inm24,Gdl,abr-25,Terreno / Lote,570m²,,,venta,"ventaMN 7,000,000",,"PEREZ DE LA TORRE 62,  San Andrés, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.663658400000000,-103.306254800000000&zoom=16&markers=20.663658400000000,-103.306254800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9W6FM7w1nzvYBpCH23oPCQ-ZDSk=&channel=rpfic-i24",Terreno en Venta San Andres a Unas Cuadras de Parque San Jacinto,"TERRENO CON BODEGA CONSTRUIDA EN EXCLENTE UBICACION, IDEAL PARA REMODELAR PARA BODEGA Y/O TALLER Y/O DESARROLLAR, CERCANA A VIALIDADES PRINCIPALES COMO AV JAVIER MINA, CALZADA REVOLUCION, PLUTARCO ELIAS CALLES, CERCA DE PARQUE SAN JACINTO, A LA ALTURA DE SAN ANDRES, ALTURA APROXIMADA DE 4 METROS, USO DE SUELO MIXTO (INCLUDO COMERCIAL Y SERVICIOS), LIBRE DE GRAVAMEN. SUPERFICIE: 564 M2 (12 M X 47 M) CONSTRUCCION: 570 M2",JA BIENES INMUEBLES,5TMMDA,145604200,Publicado hace 87 días,564 m² tot.,570 m² cub.,,,,1 medio baño,50 años,M&sup2; de frente : 12; M&sup2; de fondo : 47; Forma del terreno : Regular; Uso de suelo : MIXTO,
120,Inm24,Gdl,abr-25,Terreno / Lote,1190m²,,,venta,"ventaMN 12,000,001",,"CALLE MEZQUITAN,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.687102000000000,-103.352877400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=4b0GN-sdMzguWYyVwBG17dRO1Uo=&channel=rpfic-i24",Terreno en Venta Para Desarrollo Vertical,"Descripción SE VENDE CORAZÓN DE MANZANA ZONA CENTRO DE GUADALAJARA TOTALMENTE CÉNTRICA A una cuadra de Federalismo Excelente para DEPARTAMENTOS Se cuenta con uso de suelo COS 0.80 CUS 4.8+1.6 ICUS AUTORIZADO PARA 7,616.00 M2 POSIBLE APORTACIÓN",Grupo TU ASESOR INMOBILIARIO,MEZQUITAN,59019228,Publicado hace más de 1 año,1190 m² tot.,,,,,,A estrenar,Centros Comerciales Cercanos; Escuelas Cercanas; Forma del terreno : Plano; Drenaje; Número de frentes : 1; Ubicación en la manzana : Media cuadra,Servicios básicos (agua/luz); Gas
121,Inm24,Gdl,abr-25,Terreno / Lote,217m²,,,venta,"ventaMN 6,490,000",,"Mesina 8,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.693444100000000,-103.391258199999995&zoom=16&markers=20.693444100000000,-103.391258199999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=h-UYQBM92gLvYwA9UUP7SOE3JNU=&channel=rpfic-i24",Terreno en Venta en Providencia,"Terreno en venta en la exclusiva zona de Prados Providencia, con acceso a todos los servicios públicos y cercanía a centros comerciales, hospitales, bancos, escuelas e iglesias. Este magnífico terreno ofrece un espacio amplio y adaptable, ideal para la construcción de una residencia a la medida de tus sueños. Además la terraza de este terreno ya se encuentra terminada y está preparada para construir sobre de ella. Situado en un entorno tranquilo, se distingue por las siguientes características: - Superficie: 217 m². - Acceso: Entrada con portón, lo que garantiza seguridad y privacidad. - Entorno natural: Rodeado de árboles y vegetación que brindan frescura y un ambiente acogedor. - Espacio exterior: Amplio patio con espacio suficiente para estacionamiento y diversas actividades al aire libre. - Construcción existente: Área techada multifuncional, ideal para ser utilizada como salón de eventos, taller o espacio recreativo. Este terreno representa una excelente oportunidad de inversión para quienes buscan un lugar con amplio potencial para personalizar y adaptar a sus necesidades. Precio de Venta: $6,490,000 MXN Recorrido virtual aquí:?m=nmKr5foc2td PRECIO SUJETO A CAMBIOS SIN PREVIO AVISO WIG: penrx2N",JGC BIENES RAICES,60C03N,146124113,Publicado hace 25 días,217 m² tot.,,,,,,,,
122,Inm24,Gdl,abr-25,Terreno / Lote,457m²,,,venta,"ventaMN 11,000",,"Juan Alvarez ,  Artesanos, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.684299200000000,-103.351599700000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pJRK2hRlhl5UdQ2zGpvOtK2LYNo=&channel=rpfic-i24",Terreno en Venta en Calle Juan Alvarez,"Terreno con excelente ubicación ideal para inversionistas para desarrollar un fraccionamiento, bodegas o algun negocio. El uso especifico del inmueble es habitacional. se dispone de los servicios de alumbrado publico, agua potable, drenaje, vigilancia entre otros. Consta de un terreno de forma regular superficie de terreno 460.20 domicilio Juan Alvarez 661 entre Contreras Medellin y Mariano Barcenas",AG EXCELENCIA INMOBILIARIA,5OQHJC,141657882,Publicado hace más de 1 año,457 m² tot.,,,,,,15 años,,
123,Inm24,Gdl,abr-25,Terreno / Lote,96042m²,,,venta,"ventaMN 52,823,419",,"RANCHO SAN JOSE A 10 KM DESEPUES DE PERIFERICO ,  TetlAn, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.657646000000000,-103.225950000000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=W8jVqMF9XwQa6tapQ_IEJi2Zdlo=&channel=rpfic-i24",Terreno en Venta en Rancho San Jose,EXCELENTE TERRENO PARA DESARROLLADORES. -PRECIOS SUJETOS A CAMBIO SIN PREVIO AVISO -LAS IMAGENES SON SOLO REPRESENTATIVAS AF-6-4. EasyBroker ID: EB-AY2309,FRAVA INMOBILIARIA,EB-AY2309,74643424,Publicado hace más de 1 año,96042 m² tot.,,,,,,,,
124,Inm24,Gdl,abr-25,Terreno / Lote,118m²,,,venta,"ventaMN 1,015,000",,"Avenida Adamar,  Guadalajara, Jalisco","https://maps.google.com/maps/api/staticmap?center=20.527536800000000,-103.488444400000005&zoom=16&markers=20.527536800000000,-103.488444400000005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=FSE0WdQ7SSUbivU92CjSiIL5-YE=&channel=rpfic-i24","Terreno en Fraccionamiento Tehuantepec, Adamar","¡Tu oportunidad de vivir en Residencial Adamar! ???? ¡Aprovecha esta increíble oportunidad de adquirir un terreno en Residencial Adamar, lote 26 de 118 mt2, dentro del prestigioso coto Tehuantepec! ???? ???? Disfruta de un estilo de vida exclusivo con acceso a una amplia gama de comodidades, como terraza, alberca, gimnasio y hermosas áreas verdes, todo dentro de tu comunidad. ????? Ubicado estratégicamente en la zona de mayor crecimiento y plusvalía de la ciudad, gracias a su ubicación privilegiada. ¡Aquí tendrás todo lo que necesitas a tu alcance! ????? Desde tiendas de autoservicio hasta centros comerciales, cines, escuelas y mucho más. ¡No dejes pasar esta oportunidad de construir tu hogar en uno de los lugares más codiciados de la ciudad! Contáctanos ahora para obtener más información y programar una visita. ????? #VentaDeTerreno #ResidencialAdamar #CotoTehuantepec #Plusvalía #ViveDondeSiempreSoñaste"" WIG: pj9CP6g",Diez Brokers,5RELQL,143767701,Publicado hace 322 días,118 m² tot.,,,,,,A estrenar,,
125,Inm24,Gdl,abr-25,Terreno / Lote,1379m²,,,venta,"ventaMN 22,000,000",,"San Esteban 000,  Blanco y Cuellar, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.682389200000000,-103.302195900000000&zoom=16&markers=20.682389200000000,-103.302195900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ATz4ldUcf12c5v7X7q8cLRHrswU=&channel=rpfic-i24","Terreno de 1,380 m² Aprox en Col. Blanco y Cuéllar","Calle San Esteban N°000, Col. San Isidro, Oblatos, CP. Ver datos en Guadalajara, Jalisco, México. Terreno plano Antes Casino Princess Cuenta con Bardas Perimetrales de 6 mts de altura Dos accesos, por Calle San Esteban y Calle Abraham Gonzalez. Se localiza a espaldas de la Av. José Maria Narváez y calle San Aristeo en Guadalajara Ideal para Giros Comerciales, habitacionales verticales u horizontales y/o Uso Mixto.",Impacto Inmobiliaria,5QFTL0,142991730,Publicado hace más de 1 año,1379 m² tot.,,,,,,50 años,Forma del terreno : Plano,
126,Inm24,Gdl,abr-25,Terreno / Lote,1063m²,,,venta,"ventaMN 23,000,000",,"COLONIAS ,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.673337300000000,-103.380390300000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=K4_fshgR91cGupTioUDTHWsMPV0=&channel=rpfic-i24","Terreno 1,063 m² en Colonia Americana de Guadalajara","Terreno en venta en colonia americana. Terreno ideal para tu próximo proyecto, con uso de suelo para desarrollo vertical y mixto; se tiene dictamen favorable de Trazos, Usos y Destinos Específicos; opinión favorable de la Secretaría de Cultura y Estudio de Geotecnia. Superficie de 1,063 m2, resultante de la fusión de dos fincas 619 y 625; con un frente de 24 m y un fondo de 44 m aproximadamente. Se localiza en la Colonia Americana de Guadalajara, Calle Colonias a un costado del CIAJ (Cámara de la Industria Alimenticia de Jalisco), frente al acceso posterior al Hospital General de Zona 89 del IMSS Ubicación , a 50 m de la Av. Circunvalación Agustín Yañez, a 150 m de la icónica Avenida Chapultepec, a 300 m de la Av. Niños Héroes y de la Glorieta Niños Héroes. Otras avenidas importantes, próximas Mariano Otero y Lázaro Cárdenas. Se tiene en la zona todos los servicios, escuelas, centros de trabajo, hospitales, farmacias, centros comerciales; a 1.5 km del Mercado de Abastos y a 2 km de la Expo Guadalajara. Se han desarrollado proyectos de vivienda vertical en la zona.. Propiedad libre de gravamen Se aceptan todas las formas de pago, enganche 5% a la firma del contrato privado de compra venta; el saldo restante a la firma de la escritura de compra venta. La vigencia, disponibilidad y precio quedan sujetos a cambios sin previo aviso HS",KW GRAND,5SP990,144863370,Publicado hace 191 días,1063 m² tot.,,,,,,A estrenar,,
127,Inm24,Gdl,abr-25,Terreno / Lote,253m²,1,3,venta,"ventaMN 17,000,000",,"MEXICALTZINGO 1972,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.668497900000000,-103.367503900000000&zoom=16&markers=20.668497900000000,-103.367503900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=OIWXEFCcopsHJeqIhQdNSBkWefw=&channel=rpfic-i24","Increible Terreno en Venta a 50 m de Chapultepec, Colonia Americana","CON UNA UBICACIÓN EXTRAORDINARIA, se vente un EXCELENTE TERRENO a 50 mts de AV. CHAPULTEPEC, en la colonia AMERICANA!!! Con uso de suelo Mixto, habitacional, comercial y de servicios. Terreno de 530 mts sobre la calle de Mexicaltzingo 1972, en el corazón de la Colonia Americana. La Colonia Americana se ha vuelto un ícono en Guadalajara que cobra vida con una combinación de restaurantes lujosos y modernos, bares agradables y vida nocturna con un ambiente hípster y trendy. En 2022 la Colonia Americana fue seleccionada como ""la Colonia más COOL del mundo"", según TIME OUT.",LUELMO CORPORATIVO INMOBILIARIO,2DN28O,59753064,Publicado hace más de 1 año,530 m² tot.,253 m² cub.,1 baño,3 estac.,1 rec.,1 medio baño,10 años,M&sup2; de frente : 15; M&sup2; de fondo : 37,
128,Inm24,Gdl,abr-25,Terreno / Lote,400m²,5,2,venta,"ventaMN 9,900,000",,"San Felipe 786,  Barrio Capilla de Jesús, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.679560200000000,-103.355943000000000&zoom=16&markers=20.679560200000000,-103.355943000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VKdJJv3nntu96w--jNzVjmc_BX8=&channel=rpfic-i24",Terreno / Bodega en Capilla de Jesús,Amplio terreno de 511 mts Espacio para dos autos 5 oficinas más de 300 mts de bodega: -200 mts con altura de 4 mts y -100 mts con altura de 3 mts aproximadamente,City Real Estate,608NRD,146037523,Publicado hace 34 días,511 m² tot.,400 m² cub.,,2 estac.,5 rec.,4 medios baños,30 años,M&sup2; de fondo : 40; Forma del terreno : Regular,
129,Inm24,Gdl,abr-25,Terreno / Lote,572m²,,,venta,"ventaMN 25,000,000",,"Av. Providencia,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.702292005258897,-103.379467804507440&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2v0WAdg6D3qESl9u6uPCxPwOAkM=&channel=rpfic-i24",Terreno en Venta Para Edificio en Providencia,"Terreno en Venta para Edificio en Providencia Terreno en esquema de aportación negociable en Providencia - A unos cuadras de punto São Paulo - Esquema 50-50, 30-70 y negociable - Terreno: 572m2 - Ubicación: Providencia *Libre de gravamen*",Gaant Grupo Inmobiliario,60HBJ5,146269475,Publicado hace 5 días,572 m² tot.,572 m² cub.,,,,,A estrenar,,
130,Inm24,Gdl,abr-25,Terreno / Lote,455m²,,,venta,"ventaMN 7,300,000",,"Tabasco ,  Mezquitan, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.698567500000000,-103.354061400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=TyIr48-Hn1NckZKg18QvujyhABc=&channel=rpfic-i24",Terreno en Venta en San Miguel Mezquitan,"Casa con más de 50 años de antigüedad, con MAGNÍFICA UBICACIÓN sólo unos metros de vila Camacho y Calzada Federalismo. Tiene de Frente 7 metros los primeros 25 y los Otros 30 metros se abre a 12 metros Frente el fondo son 55 metros. Ideal para proyecto Vertical ÚNICAMENTE EN APORTACIÓN PARA DESARROLLADOR",INMOBILIARIA,5TJ26K,145505000,Publicado hace 98 días,455 m² tot.,,,,,,50 años,,
131,Inm24,Gdl,abr-25,Terreno / Lote,526m²,,,venta,"ventaMN 11,750,000",,"platino ,  Jardines del Bosque, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.649986400000000,-103.396796800000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=lopNblT3keLr6LdtrH6pqPjGz2g=&channel=rpfic-i24","Casa Ideal Para Habitar o Desarrollar, en Residencial Victoria, Guadalajara","Casa en venta – Ideal para habitar o desarrollar, en Residencial Victoria, Guadalajara Excelente oportunidad de inversión en una de las zonas más tranquilas y con alta plusvalía de Guadalajara. Esta propiedad se encuentra en la colonia Verde Valle, una colonia residencial bien conectada, con todos los servicios y gran demanda habitacional. Características de la propiedad: Terreno: 526 m2 Construcción: 520 m² Ideal para remodelar, habitar o desarrollar un nuevo proyecto Frente amplio y buena orientación Uso habitacional Ya sea que estés buscando tu nuevo hogar, un proyecto para remodelar o un terreno para construir, esta propiedad tiene el potencial que estás buscando. Precio atractivo. Agenda tu cita para conocerla.",Inmobiliaria Punto Arpan,60FPFL,146227971,Publicado hace 12 días,520 m² tot.,526 m² cub.,,,,,10 años,,
132,Inm24,Gdl,abr-25,Terreno / Lote,129m²,3,,venta,"ventaMN 2,390,000",,"sabino 1991,  Del Fresno, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.660190000000000,-103.369555500000000&zoom=16&markers=20.660190000000000,-103.369555500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=-oLuTiC44u1E2lm8ECpMkrDfGxI=&channel=rpfic-i24",Venta Terreno Colonia del Fresno Guadalajara,"PROPIEDAD UBICADA A UNAS CUADRAS DE AVENIDAS IMPORTANTES COMO AV. MARIANO OTERO AV. AGUSTIN YAÑEZ Y CALLE ROBLE Ideal para bodega o departamentos, clasificación de uso de suelo de la zona: Habitacional, comercial e industria ligera, superficie del terreno 163m2 7.45m frente por 22.00 fondo, Cos 0.80 Cus 2.40. Para mas informes y citas llamar al Ver datos con Salvador Solórzano.",REI INMOBILIARIA,60EJ2C,146195172,Publicado hace 17 días,163 m² tot.,129 m² cub.,1 baño,,3 rec.,,40 años,Zona industrial,
133,Inm24,Gdl,abr-25,Terreno / Lote,971m²,,,venta,"ventaMN 16,500,000",,"Jardines del Country ,  Fraccionamiento Jardines Del Country, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.708014529789136,-103.362061075146490&zoom=16&markers=20.708014529789136,-103.362061075146490&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UONvmhz6zmbu5LMyZTF6HbshYh0=&channel=rpfic-i24","Terreno 971 m² Jardines Country Sobre Av $16,500,000","Terreno 971 m2 Jardines Country sobre Avenida $16,500,000 Excelente terreno muy bien ubicado, a 2 cuadras de Circunvalación y 2 de Avila Camacho, sobre Avenida Enrique Diaz de León con 30 metros de frente Zona comercial y habitacional, en la zona hay conjuntos de departamentos un motel, talleres",Capriori Bienes Raíces,ARC,91487790,Publicado hace más de 1 año,971 m² tot.,,,,,,A estrenar,,
134,Inm24,Gdl,abr-25,Terreno / Lote,455m²,3,1,venta,"ventaMN 7,300,000",,"tabasco ,  Mezquitan, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.699339600000000,-103.354205200000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=a2ozQgtMxBpVYn1DlABNa6S_VA4=&channel=rpfic-i24",Terreno en Venta en San Miguel de Mezquitan,"Casa con más de 50 años de antigüedad, con MAGNÍFICA UBICACIÓN sólo unos metros de Àvila Camacho y Calzada Federalismo. Tiene de Frente 7 metros los primeros 25 y los Otros 30 metros se abre a 12 metros Frente el fondo son 55 metros. Ideal para proyecto Vertical ÚNICAMENTE EN APORTACIÓN PARA DESARROLLADOR",INMOBILIARIA,5PRBA4,142489204,Publicado hace más de 1 año,100 m² tot.,455 m² cub.,1 baño,1 estac.,3 rec.,1 medio baño,50 años,Escuelas Cercanas; M&sup2; de frente : 11,
135,Inm24,Gdl,abr-25,Terreno / Lote,1214m²,,,venta,"ventaMN 18,000,000",,"MEZQUITAN,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.686613100000000,-103.350787200000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JXZWpBgP3kOKGbqYski_CvQ2xEg=&channel=rpfic-i24","Terreno en Venta en Zona Centro, Guadalajara.","SE VENDE TERRENO EN COLONIA ARTESANOS. El terreno se encuentra en el CENTRO DE MANZANA. A DOS CUADRAS DE FEDERALISMO ENTRE JUAN ALVAREZ Y CALLE HOSPITAL, CON USO DE SUELO MIXTO: H1, H2, H3, H4, H5, CS1, CS2, CS3, E1, E2. COS: 0.8 Y CUS 4.8 SE PUEDE DESARROLLAR HASTA 6 PISOS Y OPCION A AMPLIAR EL ACCESO (FRENTE) PRECIO POR METRO CUADRADO $15,000 AGENDA TU CITA. D ------------- La disponibilidad y precios quedan sujeto a cambios sin previo aviso Contamos con políticas de no discriminación *Para cualquier aclaración y/o quejas, por favor mandar mensaje al siguiente correo:@gmail.com * *Av., Santa Margarita #4099 Int. A-15 Plaza D-Lucca, Col. Santa Margarita, Zapopan, Jalisco. CP: Ver datos * *Tel: Ver datos 00 Horario de atención: Lunes a Viernes de 9:00 am a 6:00 pm, Sábados de 9:00 am a 1:00 pm.* Aviso de privacidad: **PIZARRO RESTREPO Y ASOCIADOS INMOBILIARIA S.A DE C.V de nombre comercial PRYA Grupo Inmobiliario, es responsable del uso y protección de sus datos personales, en este sentido y atendiendo las obligaciones legales establecidas en la Ley Federal de Protección de Datos Personales en Posesión de los Particulares, a través de este instrumento se informa a los titulares de los datos, la información que de ellos se recaba y los fines que se le darán a dicha información...** Folio de registro Ver datos EasyBroker ID: EB-NS1769",PRYA grupo inmobiliario,EB-NS1769,90278962,Publicado hace más de 1 año,1214 m² tot.,,,,,,A estrenar,,
