Ciudad,Colonia,operacion,tipo_propiedad,n_propiedades,precio_min,precio_mediana,precio_media,precio_max,precio_std,precio_iqr,precio_skew_aprox,area_m2_min,area_m2_mediana,area_m2_media,area_m2_max,area_m2_std,area_m2_iqr,area_m2_skew_aprox,PxM2_min,PxM2_mediana,PxM2_media,PxM2_max,PxM2_std,PxM2_iqr,PxM2_skew_aprox,precio_rango,area_m2_rango,recamaras_min,recamaras_media,recamaras_max,estacionamientos_min,estacionamientos_media,estacionamientos_max,mantenimiento_media,clasificacion_mercado,precio_metodo,precio_representativo,area_m2_metodo,area_m2_representativo,PxM2_metodo,PxM2_representativo
Gdl,San Bernardo,Ven,Cas,2,7490000.0,14445000.0,14445000.0,21400000.0,6955000.0,6955000.0,0.0,222.0,396.0,396.0,570.0,174.0,174.0,0.0,33738.738738738735,35641.29919393077,35641.29919393077,37543.85964912281,1902.560455192037,1902.5604551920333,0.0,13910000.0,348.0,4.0,4.5,5.0,2.0,3.5,5.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Carlos,Ven,Cas,2,2190000.0,2795000.0,2795000.0,3400000.0,605000.0,605000.0,0.0,102.0,105.5,105.5,109.0,3.5,3.5,0.0,21470.58823529412,26331.62439287642,26331.62439287642,31192.66055045872,4861.036157582301,4861.036157582297,0.0,1210000.0,7.0,2.0,3.0,4.0,1.0,1.0,1.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan Bosco,Ven,Dep,2,1600000.0,1731000.0,1731000.0,1862000.0,131000.0,131000.0,0.0,66.0,98.0,98.0,130.0,32.0,32.0,0.0,12307.692307692309,20259.906759906757,20259.906759906757,28212.12121212121,7952.21445221445,7952.214452214448,0.0,262000.0,64.0,2.0,2.5,3.0,,,,75.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan Bosco,Ven,Terreno / Lote,1,4240000.0,4240000.0,4240000.0,4240000.0,0.0,0.0,0.0,170.0,170.0,170.0,170.0,0.0,0.0,0.0,24941.176470588234,24941.176470588234,24941.176470588234,24941.176470588234,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan de Dios,Ven,Cas,4,3200000.0,3890000.0,5995000.0,13000000.0,4063505.2602402274,3035000.0,0.4486233825764683,164.0,228.5,290.25,540.0,151.0337296765196,171.25,0.35407368140824136,11428.57142857143,22707.76874435411,20256.224969432908,24180.790960451977,5222.149929006728,5237.512877550089,-0.4065565363755903,9800000.0,376.0,3.0,5.5,9.0,1.0,2.0,3.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan de Dios,Ven,Dep,15,1415000.0,2250000.0,2391919.8666666667,4861600.0,784044.500487982,342520.5,0.1748722387020651,31.0,60.0,67.33333333333333,157.0,27.750475471402087,13.5,0.25529915993580765,30965.605095541403,35938.04347826087,36574.84196710992,45645.16129032258,3782.6423479968303,2981.2491250533567,0.16263916356776711,3446600.0,126.0,1.0,1.6,3.0,1.0,1.1111111111111112,2.0,1440.0,Medio,mediana_IQR,2391919.8666666667,mediana_IQR,67.33333333333333,mediana_IQR,36574.84196710992
Gdl,San Juan de Dios,Ven,Local comercial,1,1800000.0,1800000.0,1800000.0,1800000.0,0.0,0.0,0.0,104.0,104.0,104.0,104.0,0.0,0.0,0.0,17307.69230769231,17307.69230769231,17307.69230769231,17307.69230769231,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan de Dios,Ven,Ofc,1,4280000.0,4280000.0,4280000.0,4280000.0,0.0,0.0,0.0,177.0,177.0,177.0,177.0,0.0,0.0,0.0,24180.790960451977,24180.790960451977,24180.790960451977,24180.790960451977,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan de Dios II,Ven,Cas,2,2299000.0,3799500.0,3799500.0,5300000.0,1500500.0,1500500.0,0.0,142.0,299.0,299.0,456.0,157.0,157.0,0.0,11622.80701754386,13906.47393130714,13906.47393130714,16190.140845070422,2283.6669137632807,2283.66691376328,0.0,3001000.0,314.0,3.0,3.5,4.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Juan de Dios II,Ven,Dep,7,2097234.0,2153344.0,2339187.4285714286,2780000.0,278690.1560011749,380414.0,0.6173794727839156,55.0,58.0,63.0,79.0,9.258200997725515,9.5,0.49999999995,34965.582278481015,36985.6724137931,37298.80884082951,41636.36363636364,1899.0927606639516,379.49546279491915,0.15265604931260368,682766.0,24.0,1.0,1.1428571428571428,2.0,1.0,1.0,1.0,1644.1666666666667,Económico,mediana_rango,2339187.4285714286,mediana_rango,63.0,mediana_rango,37298.80884082951
Gdl,San Juan de Dios II,Ven,Local comercial,2,3242805.0,3299688.0,3299688.0,3356571.0,56883.0,56883.0,0.0,124.0,126.0,126.0,128.0,2.0,2.0,0.0,25334.4140625,26201.76751512097,26201.76751512097,27069.120967741936,867.3534526209678,867.353452620966,0.0,113766.0,4.0,2.0,2.0,2.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Marcos,Ven,Cas,2,2000000.0,2600000.0,2600000.0,3200000.0,600000.0,600000.0,0.0,200.0,206.5,206.5,213.0,6.5,6.5,0.0,10000.0,12511.737089201877,12511.737089201877,15023.474178403756,2511.737089201878,2511.737089201879,0.0,1200000.0,13.0,2.0,2.5,3.0,1.0,1.0,1.0,40000.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Martin,Ven,Cas,1,1750000.0,1750000.0,1750000.0,1750000.0,0.0,0.0,0.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,18229.166666666668,18229.166666666668,18229.166666666668,18229.166666666668,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Miguel de Huentitán,Ven,Cas,2,3450000.0,3870000.0,3870000.0,4290000.0,420000.0,420000.0,0.0,195.0,219.0,219.0,243.0,24.0,24.0,0.0,14197.530864197532,18098.765432098764,18098.765432098764,22000.0,3901.234567901234,3901.2345679012324,0.0,840000.0,48.0,4.0,6.0,8.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Miguel de Mezquitán,Ven,Cas,1,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,18750.0,18750.0,18750.0,18750.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Miguel de Mezquitán,Ven,Dep,1,3462373.0,3462373.0,3462373.0,3462373.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,55844.72580645161,55844.72580645161,55844.72580645161,55844.72580645161,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Miguel de Mezquitán,Ven,Local comercial,1,3190000.0,3190000.0,3190000.0,3190000.0,0.0,0.0,0.0,191.0,191.0,191.0,191.0,0.0,0.0,0.0,16701.570680628272,16701.570680628272,16701.570680628272,16701.570680628272,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Miguel de Mezquitán,Ven,Terreno / Lote,2,4800000.0,6050000.0,6050000.0,7300000.0,1250000.0,1250000.0,0.0,175.0,315.0,315.0,455.0,140.0,140.0,0.0,16043.956043956045,21736.263736263736,21736.263736263736,27428.571428571428,5692.3076923076915,5692.307692307695,0.0,2500000.0,280.0,2.0,2.5,3.0,1.0,1.0,1.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Rafael,Ven,Cas,1,3330000.0,3330000.0,3330000.0,3330000.0,0.0,0.0,0.0,143.0,143.0,143.0,143.0,0.0,0.0,0.0,23286.71328671329,23286.71328671329,23286.71328671329,23286.71328671329,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,San Rafael,Ven,Dep,5,998000.0,2400000.0,2782600.0,4800000.0,1546442.058403741,3015000.0,0.22128720660236004,50.0,85.0,122.4,255.0,77.05219010514887,102.0,0.434141805669106,16633.333333333332,26944.444444444445,23527.320261437908,28235.29411764706,4807.368598345727,8176.470588235297,-0.6357675143436232,3802000.0,205.0,2.0,2.0,2.0,4.0,4.0,4.0,800.5,Económico,mediana_rango,2782600.0,mediana_rango,122.4,mediana_rango,23527.320261437908
Gdl,San Rafael Residencial,Ven,Dep,1,1290000.0,1290000.0,1290000.0,1290000.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,23454.545454545456,23454.545454545456,23454.545454545456,23454.545454545456,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Cecilia,Ven,Cas,3,2500000.0,2500000.0,2766666.6666666665,3300000.0,377123.6166328253,400000.0,0.5773502691896242,155.0,192.0,190.66666666666666,225.0,28.592928418676454,35.0,-0.03807452290061544,11111.111111111111,13020.833333333334,15140.75567502987,21290.322580645163,4417.739964166556,5089.605734767025,0.3918087886265508,800000.0,70.0,4.0,4.666666666666667,6.0,1.0,1.0,1.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Eduwiges,Ven,Cas,1,3900000.0,3900000.0,3900000.0,3900000.0,0.0,0.0,0.0,233.0,233.0,233.0,233.0,0.0,0.0,0.0,16738.197424892704,16738.197424892704,16738.197424892704,16738.197424892704,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Eduwiges,Ven,Dep,4,2200000.0,3159000.0,3017000.0,3550000.0,519439.1205906617,651000.0,-0.23674691116362728,66.0,73.0,83.0,120.0,21.563858652847824,15.0,0.4016096644351204,24583.33333333333,40055.55555555556,38166.85435435435,47972.97297297297,9723.463032218166,15930.743243243247,-0.16821817648492188,1350000.0,54.0,1.0,2.0,3.0,1.0,1.0,1.0,1275.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Elena Alcalde,Ven,Cas,2,5950000.0,6225000.0,6225000.0,6500000.0,275000.0,275000.0,0.0,201.0,250.5,250.5,300.0,49.5,49.5,0.0,21666.666666666668,25634.328358208957,25634.328358208957,29601.990049751243,3967.6616915422874,3967.661691542289,0.0,550000.0,99.0,5.0,5.0,5.0,1.0,1.5,2.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Elena Estadio,Ven,Cas,3,2600000.0,3700000.0,3530000.0,4290000.0,700333.2540060245,845000.0,-0.19819766941485153,142.0,165.0,161.66666666666666,178.0,14.884742374510738,18.0,-0.18284866483617992,18309.859154929574,20786.516853932582,21698.79200295405,26000.0,3205.074207658509,3845.070422535213,0.23240321183868665,1690000.0,36.0,1.0,2.6666666666666665,4.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Elena de La Cruz,Ven,Cas,4,2000000.0,4100000.0,4025000.0,5900000.0,1455377.9577827884,1950000.0,-0.04462889171606292,102.0,274.0,269.5,428.0,132.0804678974147,218.0,-0.02950560653700336,9452.054794520547,16696.444933113435,17200.30720343822,25956.284153005465,6208.115275885297,8493.154645833438,0.07028824477610551,3900000.0,326.0,3.0,4.25,6.0,1.0,1.3333333333333333,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa María,Ven,Cas,1,2850000.0,2850000.0,2850000.0,2850000.0,0.0,0.0,0.0,280.0,280.0,280.0,280.0,0.0,0.0,0.0,10178.57142857143,10178.57142857143,10178.57142857143,10178.57142857143,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Mónica,Ven,Cas,5,4044000.0,4690000.0,6383800.0,10490000.0,2532613.227478685,3705000.0,0.5981887639526702,232.0,287.0,302.8,385.0,58.01861770156197,98.0,0.24357611707113044,14090.592334494771,19375.0,20439.29997783152,27246.753246753247,4465.2766836329365,4843.5293079096045,0.21318697742564843,6446000.0,153.0,3.0,4.8,7.0,1.0,1.8,3.0,,Económico,mediana_rango,6383800.0,mediana_rango,302.8,mediana_rango,20439.29997783152
Gdl,Santa Mónica,Ven,Local comercial,1,52500000.0,52500000.0,52500000.0,52500000.0,0.0,0.0,0.0,1256.0,1256.0,1256.0,1256.0,0.0,0.0,0.0,41799.36305732484,41799.36305732484,41799.36305732484,41799.36305732484,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Rita,Ven,Cas,8,10520000.0,13570000.0,15731250.0,30000000.0,6485033.611131094,5342500.0,0.31174306534375607,338.0,412.5,441.5,589.0,93.43848243630673,119.5,0.29031952731392985,23769.100169779285,29838.445966988475,36220.043722263494,68027.21088435374,14265.759441979259,13203.784651441427,0.4184451672123943,19480000.0,251.0,3.0,4.0,7.0,2.0,3.375,6.0,,Medio,mediana_rango,15731250.0,mediana_rango,441.5,mediana_rango,36220.04372226349
Gdl,Santa Rita,Ven,Dep,2,3450000.0,4025000.0,4025000.0,4600000.0,575000.0,575000.0,0.0,70.0,94.5,94.5,119.0,24.5,24.5,0.0,38655.46218487395,43970.58823529411,43970.58823529411,49285.71428571428,5315.126050420167,5315.126050420171,0.0,1150000.0,49.0,2.0,2.5,3.0,1.0,1.0,1.0,500.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santa Rosa,Ven,Cas,1,859007.0,859007.0,859007.0,859007.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,4473.994791666667,4473.994791666667,4473.994791666667,4473.994791666667,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Santos Degollado,Ven,Dep,1,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,25000.0,25000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Sutaj,Ven,Cas,3,4650000.0,5390000.0,5663333.333333333,6950000.0,958656.4672614597,1150000.0,0.2328005283871691,218.0,355.0,333.3333333333333,427.0,86.68845879867106,104.5,-0.2040728315905722,15183.098591549297,16276.346604215456,17596.573475040852,21330.2752293578,2677.5852799293784,3073.5883189042506,0.40258688832721284,2300000.0,209.0,5.0,6.333333333333333,8.0,2.0,2.3333333333333335,3.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Sutaj,Ven,Dep,5,2099000.0,2620000.0,2631800.0,3470000.0,473739.3376108849,430000.0,0.02227858236773219,51.0,69.0,72.6,108.0,19.21041384249699,11.0,0.16761418644332768,32129.62962962963,36986.30136986302,36971.34229263016,41156.86274509804,2901.337960851972,1358.1112669471695,-0.004611598376289825,1371000.0,57.0,1.0,2.2,3.0,1.0,1.0,1.0,1658.3333333333333,Medio,mediana_rango,2631800.0,mediana_rango,72.6,mediana_rango,36971.34229263016
Gdl,Sutaj,Ven,Terreno / Lote,1,4500000.0,4500000.0,4500000.0,4500000.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,22500.0,22500.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Terranova,Ven,Cas,5,10900000.0,11900000.0,13380000.0,19200000.0,2984895.308046833,1100000.0,0.4434836421603251,322.0,394.0,414.4,577.0,90.10349604760073,89.0,0.2025039592978479,22530.329289428075,30203.045685279187,33931.167080695814,55652.17391304348,11472.491147850493,6431.576838308953,0.2906546716345634,8300000.0,255.0,3.0,3.6,5.0,2.0,2.6,3.0,,Premium,mediana_rango,13380000.0,mediana_rango,414.4,mediana_rango,33931.167080695814
Gdl,Terranova,Ven,Dep,4,3900000.0,4854622.0,5439811.0,8150000.0,1732371.0766354303,2405567.0,0.29254040710462803,41.0,106.5,110.25,187.0,53.94151925928672,68.75,0.060205854576118385,43582.88770053476,45402.11397058824,57738.51061774488,96566.9268292683,22432.466366180277,13966.368238065734,0.47625761310425124,4250000.0,146.0,1.0,2.25,3.0,1.0,1.75,3.0,1125.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Tetlán,Ven,Dep,1,1200000.0,1200000.0,1200000.0,1200000.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,24000.0,24000.0,24000.0,24000.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Tetlán II,Ven,Cas,1,1350000.0,1350000.0,1350000.0,1350000.0,0.0,0.0,0.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,19285.714285714286,19285.714285714286,19285.714285714286,19285.714285714286,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Universitaria,Ven,Cas,1,6000000.0,6000000.0,6000000.0,6000000.0,0.0,0.0,0.0,348.0,348.0,348.0,348.0,0.0,0.0,0.0,17241.379310344826,17241.379310344826,17241.379310344826,17241.379310344826,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Vallarta,Ven,Cas,6,5990000.0,7500000.0,9256666.666666666,17500000.0,4055394.2129245857,3987500.0,0.3954263995200548,200.0,340.5,377.6666666666667,700.0,160.46460322728154,129.0,0.21143834124027194,19966.666666666668,23981.48148148148,24813.98653816198,32500.0,3959.6732012915745,3385.4095296320847,0.19192737026555062,11510000.0,500.0,4.0,6.166666666666667,10.0,1.0,2.8333333333333335,5.0,,Económico,mediana_rango,9256666.666666666,mediana_rango,377.6666666666667,mediana_rango,24813.98653816198
Gdl,Vallarta,Ven,Dep,6,3890000.0,4925000.0,5107237.5,6613425.0,1091546.3757278402,2020000.0,0.1524070068435264,64.0,77.5,80.33333333333333,99.0,15.702087617751836,31.25,0.1647212584388337,55555.55555555556,62990.05681818182,63617.7143536343,74308.14606741573,5968.237753534815,6310.915646853144,0.09600326616561553,2723425.0,35.0,1.0,1.5,2.0,1.0,1.1666666666666667,2.0,4273.0,Medio,mediana_rango,5107237.5,mediana_rango,80.33333333333333,mediana_rango,63617.7143536343
Gdl,Vallarta,Ven,Ofc,1,16380000.0,16380000.0,16380000.0,16380000.0,0.0,0.0,0.0,327.0,327.0,327.0,327.0,0.0,0.0,0.0,50091.74311926605,50091.74311926605,50091.74311926605,50091.74311926605,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,,,,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Vallarta Norte,Ven,Cas,11,6990000.0,19000000.0,17551207.90909091,26266800.0,7154191.350217087,12858431.0,-0.19308528255045904,220.0,430.0,419.8181818181818,660.0,108.31084742269118,100.0,-0.08963075220797258,18939.39393939394,38000.0,42050.3326487189,63373.48684210526,15035.66986769666,24112.631093327436,0.2568452678553546,19276800.0,440.0,3.0,5.7272727272727275,10.0,2.0,4.0,6.0,,Premium,mediana_IQR,17551207.90909091,mediana_IQR,419.8181818181818,mediana_IQR,42050.3326487189
Gdl,Vallarta Norte,Ven,Dep,26,3790000.0,6746500.0,6881202.653846154,12894269.0,2220378.0776339895,3422500.0,0.05948843607146942,61.0,113.0,121.34615384615384,224.0,44.102975922346786,67.25,0.18556745903291993,38888.88888888889,57796.27352335166,58986.00188530368,80869.56521739131,12705.045491711558,17533.86398547689,0.0918237279679599,9104269.0,163.0,1.0,2.1153846153846154,4.0,1.0,1.5909090909090908,2.0,2762.5,Premium,mediana_IQR,6881202.653846154,mediana_IQR,121.34615384615384,mediana_IQR,58986.00188530368
Gdl,Vallarta Norte,Ven,Local comercial,1,20280000.0,20280000.0,20280000.0,20280000.0,0.0,0.0,0.0,757.0,757.0,757.0,757.0,0.0,0.0,0.0,26789.960369881108,26789.960369881108,26789.960369881108,26789.960369881108,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Vallarta Norte,Ven,Terreno / Lote,1,9900000.0,9900000.0,9900000.0,9900000.0,0.0,0.0,0.0,446.0,446.0,446.0,446.0,0.0,0.0,0.0,22197.30941704036,22197.30941704036,22197.30941704036,22197.30941704036,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Vallarta Poniente,Ven,Cas,9,8990000.0,11495000.0,11597222.222222222,16000000.0,2381063.150862459,3500000.0,0.04047605176990492,160.0,340.0,355.77777777777777,600.0,145.4982075321264,209.0,0.10223790242625849,23166.666666666668,33296.2962962963,36231.99585893296,59375.0,10381.887110405401,11719.738367279348,0.26659932453397894,7010000.0,440.0,3.0,4.777777777777778,8.0,2.0,3.125,5.0,,Económico,mediana_rango,11597222.222222222,mediana_rango,355.77777777777777,mediana_rango,36231.99585893296
Gdl,Vallarta Poniente,Ven,Dep,7,2790000.0,5898000.0,5732943.857142857,8900000.0,1915567.7212261516,2375063.5,-0.07977389311522615,60.0,104.0,99.71428571428571,161.0,32.87515034496545,42.5,-0.12069299716807382,38655.46218487395,58028.84615384616,58411.297102219345,71926.82926829268,11707.783944655204,18354.46794867124,0.030243193490308788,6110000.0,101.0,1.0,2.0,3.0,1.0,1.5714285714285714,2.0,2800.0,Premium,mediana_rango,5732943.857142857,mediana_rango,99.71428571428572,mediana_rango,58411.29710221935
Gdl,Vallarta Poniente,Ven,Terreno / Lote,1,16500000.0,16500000.0,16500000.0,16500000.0,0.0,0.0,0.0,650.0,650.0,650.0,650.0,0.0,0.0,0.0,25384.615384615383,25384.615384615383,25384.615384615383,25384.615384615383,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,8.0,8.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Vallarta San Jorge,Ven,Dep,24,4510000.0,7999000.0,11096473.458333334,29000000.0,6992233.407725979,6664253.0,0.43366060741713863,60.0,135.0,165.66666666666666,400.0,95.73603756626284,99.75,0.3135807693837979,52000.0,62236.11111111111,66910.31304376887,108585.8585858586,12591.798077300598,8913.659105663683,0.36339422148911105,24490000.0,340.0,1.0,2.5833333333333335,5.0,1.0,2.2083333333333335,4.0,6268.75,Económico,mediana_IQR,11096473.458333334,mediana_IQR,165.66666666666666,mediana_IQR,66910.31304376887
Gdl,Verde Valle,Ven,Cas,4,8700000.0,11232500.0,11266250.0,13900000.0,1898398.584992098,2301250.0,0.015396322778994513,231.0,317.0,391.0,699.0,186.65074336846345,211.5,0.3433465022597873,19885.55078683834,34489.06356801093,32614.541527959147,41594.48818897638,8213.307038504403,10187.1454920246,-0.1976528697914252,5200000.0,468.0,3.0,3.75,4.0,3.0,3.5,4.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Victoria,Ven,Cas,14,7800000.0,13995000.0,19041714.285714287,57290000.0,15471900.485481836,6426250.0,0.3143205047714564,246.0,494.0,520.9285714285714,987.0,232.1294171933635,197.25,0.11178686887147736,22430.27888446215,30296.31147540984,34459.28009962353,58044.57953394124,12519.305634386548,15942.571564795187,0.32042807001654156,49490000.0,741.0,3.0,4.571428571428571,9.0,2.0,3.9285714285714284,8.0,,Premium,mediana_IQR,19041714.285714287,mediana_IQR,520.9285714285714,mediana_IQR,34459.28009962353
Gdl,Victoria,Ven,Dep,7,2190000.0,3937046.0,3839914.1428571427,4780000.0,849349.7101669571,993823.5,-0.10587703109172349,62.0,78.0,94.42857142857143,147.0,31.290606271153113,52.0,0.48608523295671996,30000.0,40168.06722689076,43056.18988559621,63500.74193548387,11186.337020815161,16345.253215678327,0.23903106111163647,2590000.0,85.0,1.0,1.7142857142857142,3.0,1.0,1.1666666666666667,2.0,812.5,Premium,mediana_rango,3839914.142857143,mediana_rango,94.42857142857144,mediana_rango,43056.18988559621
Gdl,Victoria,Ven,Local comercial,1,18500000.0,18500000.0,18500000.0,18500000.0,0.0,0.0,0.0,492.0,492.0,492.0,492.0,0.0,0.0,0.0,37601.62601626016,37601.62601626016,37601.62601626016,37601.62601626016,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Victoria,Ven,Ofc,1,20000000.0,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,520.0,520.0,520.0,520.0,0.0,0.0,0.0,38461.53846153846,38461.53846153846,38461.53846153846,38461.53846153846,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,4.0,4.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Villa Guerrero,Ven,Cas,1,4100000.0,4100000.0,4100000.0,4100000.0,0.0,0.0,0.0,131.0,131.0,131.0,131.0,0.0,0.0,0.0,31297.70992366412,31297.70992366412,31297.70992366412,31297.70992366412,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Villa Guerrero,Ven,Dep,1,5250000.0,5250000.0,5250000.0,5250000.0,0.0,0.0,0.0,319.0,319.0,319.0,319.0,0.0,0.0,0.0,16457.6802507837,16457.6802507837,16457.6802507837,16457.6802507837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Villas de San Juan,Ven,Cas,2,2450000.0,2450000.0,2450000.0,2450000.0,0.0,0.0,0.0,80.0,89.5,89.5,99.0,9.5,9.5,0.0,24747.47474747475,27686.237373737375,27686.237373737375,30625.0,2938.7626262626254,2938.762626262622,0.0,0.0,19.0,2.0,2.0,2.0,,,,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Villas de San Juan,Ven,Dep,1,1320000.0,1320000.0,1320000.0,1320000.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,27500.0,27500.0,27500.0,27500.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Gdl,Villaseñor (Santa Teresita),Ven,Cas,12,2500000.0,5600000.0,5291083.333333333,8000000.0,1728437.75600653,2613000.0,-0.17111706202701013,99.0,212.5,223.16666666666666,389.0,88.8433390237495,113.75,0.11495015752646952,13737.642585551332,23767.319636884855,25006.0443532839,37012.98701298701,6299.687357657542,5279.214345710512,0.18826150492792773,5500000.0,290.0,1.0,3.75,6.0,1.0,1.7142857142857142,3.0,,Premium,mediana_IQR,5291083.333333333,mediana_IQR,223.16666666666663,mediana_IQR,25006.0443532839
