id,PaginaWeb,Ciudad,Fecha_Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2
Sep25_1e457624,Inm24,Zap,01/09/2025,Cas,267.0,4.0,2.0,Ven,8200000.0,,Jardines Vallarta,-103.425884,20.682493,70.0,4.5,50,30711.610486891386
Sep25_ade1a531,Inm24,Zap,01/09/2025,Cas,74.0,3.0,2.0,Ven,4700000.0,,Las Arboledas,-103.427507,20.632789,50.0,2.0,,63513.51351351351
Sep25_d6b42479,Inm24,Zap,01/09/2025,Cas,177.0,3.0,2.0,Ven,5200000.0,,Valle Imperial,-103.433237,20.779404,,2.5,0,29378.531073446327
Sep25_8a004ea5,Inm24,Zap,01/09/2025,Cas,973.0,5.0,8.0,Ven,69000000.0,,Ayamonte,-103.467475,20.677547,,6.5,0,70914.6968139774
Sep25_35042988,Inm24,Desconocido,01/09/2025,Cas,240.0,4.0,2.0,Ven,8450000.0,,Desconocida,-103.47809,20.725868,159.0,5.0,0,35208.333333333336
Sep25_6c7419aa,Inm24,Zap,01/09/2025,Cas,282.0,4.0,2.0,Ven,10000000.0,,Bosques Vallarta,-103.476467,20.719043,329.0,4.0,0,35460.99290780142
Sep25_1602743a,Inm24,Zap,01/09/2025,Cas,95.0,3.0,1.0,Ven,3100000.0,,Lomas de Zapopan,-103.40297,20.744801,44.0,2.0,20,32631.57894736842
Sep25_564e4ecf,Inm24,Gdl,01/09/2025,Cas,109.0,3.0,,Ven,1790000.0,,Miravalle,-103.349062,20.615493,53.0,2.0,30,16422.018348623853
Sep25_ab5f3615,Inm24,Gdl,01/09/2025,Cas,338.0,3.0,2.0,Ven,10520000.0,,Santa Rita,-103.399708,20.683419,,3.5,30,31124.260355029586
Sep25_9852c73d,Inm24,Zap,01/09/2025,Cas,227.0,4.0,3.0,Ven,12895000.0,,Virreyes,-103.440899,20.693799,260.0,4.5,1,56806.16740088106
Sep25_1d103f9d,Inm24,Gdl,01/09/2025,Cas,100.0,2.0,,Ven,2700000.0,,Atlas,-103.329878,20.650041,21.0,2.5,29,27000.0
Sep25_bc4c67a4,Inm24,Zap,01/09/2025,Cas,240.0,3.0,2.0,Ven,8190000.0,,Soare II Coto2,-103.471588,20.733463,,5.0,0,34125.0
Sep25_7e19fd66,Inm24,Zap,01/09/2025,Cas,200.0,5.0,,Ven,5990000.0,,Hogares de Nuevo México,-103.421278,20.767034,250.0,4.0,11,29950.0
Sep25_3974d313,Inm24,Zap,01/09/2025,Cas,404.0,4.0,4.0,Ven,20000000.0,1600.0,Puerta de Hierro,-103.419662,20.710852,175.0,4.5,29,49504.9504950495
Sep25_2ac6ae53,Inm24,Zap,01/09/2025,Cas,90.0,2.0,1.0,Ven,1450000.0,,Los Tréboles,-103.437189,20.822936,83.0,1.5,9,16111.111111111111
Sep25_980af69c,Inm24,Gdl,01/09/2025,Cas,570.0,4.0,5.0,Ven,21400000.0,,San Bernardo,-103.361167,20.698436,,4.5,1,37543.85964912281
Sep25_72486e75,Inm24,Zap,01/09/2025,Cas,314.0,4.0,6.0,Ven,16950000.0,3200.0,Arauca II,-103.466352,20.734745,156.0,5.5,4,53980.891719745225
Sep25_b0c041e7,Inm24,Zap,01/09/2025,Cas,508.0,4.0,4.0,Ven,13987000.0,,Arcos de Guadalupe,-103.436496,20.667187,42.0,4.0,20,27533.464566929135
Sep25_214c3682,Inm24,Zap,01/09/2025,Cas,238.0,3.0,2.0,Ven,7580000.0,,Bosques Vallarta,-103.47591,20.72044,155.0,4.0,0,31848.73949579832
Sep25_895681dd,Inm24,Desconocido,01/09/2025,Cas,218.0,3.0,2.0,Ven,7390000.0,,Desconocida,-103.481473,20.727396,93.0,3.5,0,33899.08256880734
Sep25_447e0a9f,Inm24,Zap,01/09/2025,Cas,363.0,6.0,4.0,Ven,9500000.0,,Jardines Vallarta,-103.418005,20.679091,194.0,6.0,30,26170.798898071625
Sep25_87f57a6a,Inm24,Zap,01/09/2025,Cas,196.0,4.0,3.0,Ven,6700000.0,,Valle Imperial,-103.436353,20.777118,,3.5,0,34183.67346938775
Sep25_78954c17,Inm24,Zap,01/09/2025,Cas,350.0,4.0,2.0,Ven,25265999.0,,Parque Virreyes,-103.439995,20.699932,46.0,4.5,0,72188.56857142856
Sep25_bd841202,Inm24,Zap,01/09/2025,Cas,132.0,4.0,1.0,Ven,4500000.0,,Chapalita Inn,-103.443674,20.657327,118.0,2.0,15,34090.90909090909
Sep25_7687d963,Inm24,Zap,01/09/2025,Cas,480.0,3.0,4.0,Ven,23950000.0,,Bosques de San Isidro (Las Cañadas),-103.359152,20.788802,276.0,5.0,20,49895.833333333336
Sep25_d93c1aa3,Inm24,Zap,01/09/2025,Cas,232.0,3.0,2.0,Ven,7490000.0,,Bosques Vallarta,-103.475092,20.721641,114.0,3.5,0,32284.48275862069
Sep25_1e48b5c4,Inm24,Zap,01/09/2025,Cas,750.0,5.0,10.0,Ven,22000000.0,,Las Fuentes,-103.42614,20.62076,,6.0,20,29333.333333333332
Sep25_bfdc5d37,Inm24,Gdl,01/09/2025,Cas,261.0,4.0,2.0,Ven,3200000.0,,Insurgentes,-103.283417,20.652082,33.0,3.0,35,12260.536398467433
Sep25_b399cd72,Inm24,Zap,01/09/2025,Cas,448.0,7.0,3.0,Ven,15500000.0,,Ciudad de Los Niños,-103.412102,20.663582,,5.0,41,34598.21428571428
Sep25_037fd1d6,Inm24,Zap,01/09/2025,Cas,318.0,2.0,,Ven,13280000.0,,Paseos del Parque,-103.446151,20.669853,118.0,4.5,0,41761.00628930818
Sep25_7747eca6,Inm24,Gdl,01/09/2025,Cas,500.0,4.0,4.0,Ven,19000000.0,,Vallarta Norte,-103.389778,20.67771,284.0,3.0,4,38000.0
Sep25_7b5b3460,Inm24,Gdl,01/09/2025,Cas,660.0,10.0,2.0,Ven,12500000.0,,Vallarta Norte,-103.387902,20.678291,154.0,10.0,0,18939.39393939394
Sep25_a20a715a,Inm24,Zap,01/09/2025,Cas,494.0,5.0,5.0,Ven,36990000.0,3000.0,Pontevedra,-103.410311,20.713423,106.0,6.5,7,74878.54251012146
Sep25_27a1f61b,Inm24,Zap,01/09/2025,Cas,320.0,3.0,4.0,Ven,17200000.0,,Valle Real,-103.447018,20.724183,2.0,4.0,15,53750.0
Sep25_d9f68fc7,Inm24,Zap,01/09/2025,Cas,75.0,3.0,1.0,Ven,2650000.0,,Jardines del Valle,-103.436336,20.751535,92.0,2.0,18,35333.333333333336
Sep25_5b263a64,Inm24,Gdl,01/09/2025,Cas,97.0,2.0,2.0,Ven,3160000.0,500.0,Jardines del Bosque,-103.388947,20.66925,28.0,1.5,20,32577.319587628866
Sep25_a1e41fbd,Inm24,Gdl,01/09/2025,Cas,80.0,2.0,1.0,Ven,2400000.0,,Mezquitán Country,-103.35935,20.696946,90.0,1.5,25,30000.0
Sep25_7fcee223,Inm24,Gdl,01/09/2025,Cas,211.0,3.0,,Ven,3152000.0,,Del Fresno,-103.371725,20.659416,47.0,2.0,45,14938.388625592417
Sep25_20f9cb18,Inm24,Zap,01/09/2025,Cas,114.0,3.0,2.0,Ven,2690000.0,,Luna Bosque Residencial,-103.478142,20.631946,101.0,2.5,8,23596.491228070176
Sep25_6d00dd54,Inm24,Zap,01/09/2025,Cas,315.0,4.0,4.0,Ven,8950000.0,,Ciudad Bugambilias,-103.467051,20.617847,109.0,4.0,15,28412.698412698413
Sep25_627cb54f,Inm24,Zap,01/09/2025,Cas,354.0,3.0,4.0,Ven,4200000.0,,Loma Bonita Ejidal,-103.405982,20.62908,124.0,3.0,30,11864.406779661016
Sep25_926e9e3a,Inm24,Gdl,01/09/2025,Cas,330.0,3.0,2.0,Ven,5250000.0,,La Guadalupana,-103.350714,20.707868,26.0,3.5,0,15909.09090909091
Sep25_55a8401e,Inm24,Zap,01/09/2025,Cas,561.0,4.0,4.0,Ven,27350000.0,,Reserva Real,-103.439281,20.722029,159.0,4.5,0,48752.22816399287
Sep25_014b0148,Inm24,Gdl,01/09/2025,Cas,247.0,5.0,,Ven,7980000.0,,Lagos del Country,-103.366666,20.712367,199.0,4.0,40,32307.69230769231
Sep25_4227a7a3,Inm24,Zap,01/09/2025,Cas,161.0,3.0,2.0,Ven,4600000.0,,El Campestre,-103.541767,20.737521,,3.0,0,28571.428571428572
Sep25_a9b47d3c,Inm24,Gdl,01/09/2025,Cas,118.0,3.0,,Ven,2250000.0,,Lázaro Cárdenas,-103.37863,20.619468,92.0,2.0,25,19067.79661016949
Sep25_8251e91d,Inm24,Gdl,01/09/2025,Cas,260.0,3.0,1.0,Ven,4000000.0,,Independencia Oriente,-103.330271,20.693861,57.0,2.0,25,15384.615384615385
Sep25_33194858,Inm24,Gdl,01/09/2025,Cas,430.0,9.0,2.0,Ven,15300000.0,,Lomas del Country,-103.364678,20.700546,17.0,5.0,40,35581.395348837206
Sep25_3e63a66d,Inm24,Zap,01/09/2025,Cas,121.0,2.0,2.0,Ven,1600000.0,,Valle de Los Molinos,-103.426423,20.851651,28.0,1.5,,13223.140495867769
Sep25_767581c4,Inm24,Gdl,01/09/2025,Cas,482.0,7.0,5.0,Ven,6750000.0,,La Esperanza (La Federacha),-103.313388,20.71053,96.0,3.0,20,14004.149377593361
Sep25_39ac4d76,Inm24,Gdl,01/09/2025,Cas,65.0,3.0,1.0,Ven,2900000.0,,Jardines del Sur,-103.392308,20.636453,158.0,1.5,25,44615.38461538462
Sep25_ebb038c6,Inm24,Zap,01/09/2025,Cas,177.0,3.0,2.0,Ven,4100000.0,,Real de Valdepeñas,-103.405942,20.758619,,2.5,16,23163.841807909605
Sep25_143d9d0b,Inm24,Gdl,01/09/2025,Cas,322.0,4.0,3.0,Ven,10900000.0,,Terranova,-103.389381,20.682557,345.0,3.5,15,33850.931677018634
Sep25_6aa717bc,Inm24,Zap,01/09/2025,Cas,364.0,3.0,2.0,Ven,12426000.0,1959.0,Puerta del Tule,-103.450339,20.696374,358.0,4.5,17,34137.36263736264
Sep25_ee38a9bd,Inm24,Zap,01/09/2025,Cas,150.0,3.0,2.0,Ven,3750000.0,1200.0,Praderas del Centinela,-103.386091,20.765029,135.0,3.0,8,25000.0
Sep25_9fdd6a8f,Inm24,Zap,01/09/2025,Cas,298.0,3.0,2.0,Ven,6500000.0,,La Venta del Astillero,-103.540234,20.723161,,2.0,11,21812.080536912752
Sep25_2809b0a6,Inm24,Zap,01/09/2025,Cas,331.0,3.0,2.0,Ven,10390000.0,,Ciudad Bugambilias,-103.462391,20.615748,54.0,3.5,,31389.728096676736
Sep25_a36099c9,Inm24,Zap,01/09/2025,Cas,249.0,4.0,2.0,Ven,6700000.0,900.0,Valle Imperial,-103.431605,20.780673,62.0,4.5,0,26907.630522088355
Sep25_b720ecb5,Inm24,Zap,01/09/2025,Cas,143.0,3.0,2.0,Ven,3700000.0,800.0,Madeiras,-103.427643,20.774945,,2.5,1,25874.125874125875
Sep25_7fc4dfdc,Inm24,Gdl,01/09/2025,Cas,74.0,2.0,,Ven,1820000.0,,Insurgentes,-103.275717,20.651263,13.0,1.0,0,24594.594594594593
Sep25_f789b45c,Inm24,Gdl,01/09/2025,Cas,80.0,3.0,,Ven,3300000.0,,Lomas del Paradero,-103.314433,20.648584,31.0,1.5,30,41250.0
Sep25_9d15f7f5,Inm24,Zap,01/09/2025,Cas,262.0,4.0,4.0,Ven,9050000.0,,Camino Real,-103.413618,20.668877,282.0,4.0,37,34541.98473282443
Sep25_6e0c5205,Inm24,Zap,01/09/2025,Cas,545.0,3.0,4.0,Ven,24750000.0,,Valle Real,-103.447018,20.724183,,6.5,18,45412.84403669725
Sep25_5df5bc3f,Inm24,Zap,01/09/2025,Cas,119.0,3.0,4.0,Ven,2980000.0,,Lomas del Refugio,-103.335555,20.742623,29.0,1.0,8,25042.016806722688
Sep25_0566543c,Inm24,Zap,01/09/2025,Cas,106.0,3.0,2.0,Ven,1500000.0,,Puerta del Llano,-103.458526,20.785923,234.0,3.0,,14150.943396226416
Sep25_476e198c,Inm24,Gdl,01/09/2025,Cas,97.0,3.0,1.0,Ven,2800000.0,,El Rosario,-103.326643,20.634271,111.0,2.0,30,28865.9793814433
Sep25_bacc461c,Inm24,Zap,01/09/2025,Cas,290.0,3.0,4.0,Ven,8700000.0,,Ciudad Bugambilias,-103.473849,20.610631,133.0,3.5,15,30000.0
Sep25_aba7baff,Inm24,Zap,01/09/2025,Cas,405.0,4.0,3.0,Ven,10800000.0,,Camino Real,-103.41275,20.672246,,5.5,6,26666.666666666668
Sep25_6da93fde,Inm24,Zap,01/09/2025,Cas,367.0,3.0,2.0,Ven,10900000.0,2500.0,Olivos Residencial,-103.459897,20.732809,160.0,3.5,10,29700.27247956403
Sep25_894be9f4,Inm24,Zap,01/09/2025,Cas,226.0,3.0,2.0,Ven,7900000.0,1636.0,Solares Antara,-103.46698,20.724905,47.0,3.5,5,34955.75221238938
Sep25_74562d27,Inm24,Zap,01/09/2025,Cas,1100.0,3.0,6.0,Ven,69000000.0,,Ayamonte,-103.464189,20.671332,338.0,6.0,6,62727.27272727273
Sep25_0dfd9cba,Inm24,Zap,01/09/2025,Cas,120.0,3.0,2.0,Ven,2250000.0,,Jardines del Vergel,-103.37386,20.756777,9.0,2.0,0,18750.0
Sep25_e251a804,Inm24,Zap,01/09/2025,Cas,130.0,3.0,2.0,Ven,3990000.0,1000.0,Mirador de San Isidro,-103.394525,20.764302,,4.0,0,30692.30769230769
Sep25_1d8face1,Inm24,Zap,01/09/2025,Cas,270.0,3.0,3.0,Ven,9750000.0,,Seattle,-103.372891,20.720845,273.0,5.5,21,36111.11111111111
Sep25_66f420c4,Inm24,Zap,01/09/2025,Cas,280.0,5.0,3.0,Ven,9200000.0,,La Cima,-103.410636,20.74836,,5.5,0,32857.142857142855
Sep25_20e47440,Inm24,Zap,01/09/2025,Cas,79.0,3.0,1.0,Ven,2350000.0,,Jardines del Valle,-103.435086,20.752272,0.0,2.0,15,29746.835443037973
Sep25_a33001f5,Inm24,Zap,01/09/2025,Cas,532.0,5.0,,Ven,17490400.0,,Paseos del Sol,-103.431911,20.630407,105.0,6.0,40,32876.691729323305
Sep25_f6513784,Inm24,Zap,01/09/2025,Cas,250.0,5.0,3.0,Ven,8750000.0,,Base Aérea Militar No 5,-103.465332,20.727323,29.0,4.0,2,35000.0
Sep25_5082b2f0,Inm24,Gdl,01/09/2025,Cas,392.0,3.0,3.0,Ven,9800000.0,,Chapalita,-103.396334,20.667122,104.0,4.5,40,25000.0
Sep25_58565a99,Inm24,Zap,01/09/2025,Cas,577.0,3.0,5.0,Ven,38500000.0,,Las Lomas Golf Hábitat,-103.436967,20.714665,275.0,4.5,4,66724.43674176777
Sep25_0c236889,Inm24,Zap,01/09/2025,Cas,160.0,3.0,2.0,Ven,7500000.0,,Paseos del Sol,-103.435603,20.638508,211.0,3.5,15,46875.0
Sep25_d21775b3,Inm24,Zap,01/09/2025,Cas,100.0,2.0,1.0,Ven,3390000.0,,Zoquipan,-103.367203,20.715989,2.0,1.5,19,33900.0
Sep25_c876bf49,Inm24,Desconocido,01/09/2025,Cas,130.0,4.0,2.0,Ven,5490000.0,,Desconocida,-76.297237,3.537859,102.0,4.0,2,42230.769230769234
Sep25_b5995f8f,Inm24,Gdl,01/09/2025,Cas,309.0,5.0,2.0,Ven,3300000.0,,Echeverria,-103.363358,20.626981,129.0,5.0,15,10679.611650485436
Sep25_6fe2a772,Inm24,Zap,01/09/2025,Cas,277.0,3.0,4.0,Ven,7800000.0,1900.0,Ciudad Granja,-103.450391,20.689172,76.0,3.5,15,28158.84476534296
Sep25_227f7537,Inm24,Gdl,01/09/2025,Cas,294.0,4.0,1.0,Ven,3990000.0,,Mezquitán,-103.357518,20.700591,,2.0,60,13571.42857142857
Sep25_74a2346b,Inm24,Zap,01/09/2025,Cas,565.0,5.0,6.0,Ven,17500000.0,,Jardines del Sol,-103.414131,20.650493,,3.0,30,30973.451327433628
Sep25_a4cbca23,Inm24,Zap,01/09/2025,Cas,1000.0,6.0,6.0,Ven,18000000.0,,Alamitos,-103.437544,20.76309,10.0,8.0,5,18000.0
Sep25_ec433611,Inm24,Zap,01/09/2025,Cas,130.0,3.0,2.0,Ven,4520000.0,550.0,Chapalita Inn,-103.443962,20.657228,107.0,2.0,25,34769.230769230766
Sep25_18976c4c,Inm24,Zap,01/09/2025,Cas,180.0,3.0,2.0,Ven,6500000.0,2050.0,Santillana,-103.464127,20.719484,1.0,3.0,9,36111.11111111111
Sep25_4e443b56,Inm24,Zap,01/09/2025,Cas,232.0,3.0,3.0,Ven,8890009.0,,Bosques de San Isidro (Las Cañadas),-103.365949,20.779615,61.0,4.5,11,38319.004310344826
Sep25_1b9b8c6b,Inm24,Gdl,01/09/2025,Cas,300.0,6.0,1.0,Ven,4200000.0,,Arandas,-103.287975,20.692279,12.0,3.5,,14000.0
Sep25_5771b4a4,Inm24,Zap,01/09/2025,Cas,422.0,5.0,5.0,Ven,7990000.0,,Tabachines,-103.360625,20.738828,63.0,3.0,,18933.649289099525
Sep25_78121f54,Inm24,Zap,01/09/2025,Cas,200.0,3.0,3.0,Ven,8400000.0,,Maple Coto 1,-103.426427,20.787857,361.0,3.5,0,42000.0
Sep25_8066b700,Inm24,Gdl,01/09/2025,Cas,435.0,5.0,4.0,Ven,10300000.0,,Victoria,-103.397775,20.642059,3.0,5.5,47,23678.16091954023
Sep25_eac8c2f6,Inm24,Zap,01/09/2025,Cas,600.0,4.0,3.0,Ven,21000000.0,,Ciudad Bugambilias,-103.475767,20.610579,,6.5,6,35000.0
Sep25_eaa45d42,Inm24,Zap,01/09/2025,Cas,306.0,3.0,2.0,Ven,14500000.0,,Valle Real,-103.447205,20.724469,,3.5,12,47385.62091503268
Sep25_32cf865a,Inm24,Gdl,01/09/2025,Cas,396.0,6.0,2.0,Ven,11000000.0,,Ayuntamiento,-103.368551,20.69436,8.0,4.5,50,27777.777777777777
Sep25_7cc19d87,Inm24,Zap,01/09/2025,Cas,218.0,4.0,2.0,Ven,7680000.0,,Virreyes,-103.439269,20.692968,364.0,3.5,15,35229.35779816514
Sep25_415127f9,Inm24,Zap,01/09/2025,Cas,274.0,4.0,,Ven,4000000.0,,Agua Blanca Sur,-103.432897,20.600985,,4.0,28,14598.540145985402
Sep25_f8545cb9,Inm24,Zap,01/09/2025,Cas,240.0,3.0,4.0,Ven,7200000.0,,Valle Imperial,-103.43046,20.787167,159.0,2.5,1,30000.0
Sep25_2fe0e701,Inm24,Zap,01/09/2025,Cas,180.0,4.0,2.0,Ven,3499000.0,,Paraísos del Colli,-103.452576,20.65163,38.0,5.0,9,19438.88888888889
Sep25_3544f45e,Inm24,Zap,01/09/2025,Cas,876.0,4.0,6.0,Ven,37900000.0,,Ecológica El Seattle,-103.377818,20.719117,6.0,6.0,12,43264.840182648404
Sep25_c93770e2,Inm24,Zap,01/09/2025,Cas,96.0,3.0,2.0,Ven,1940000.0,,Campo Real,-103.445702,20.789194,266.0,2.0,13,20208.333333333332
Sep25_a2196aa4,Inm24,Gdl,01/09/2025,Cas,117.0,3.0,1.0,Ven,3499000.0,,El Dean,-103.34852,20.633342,17.0,3.0,0,29905.982905982906
Sep25_ba6e058a,Inm24,Zap,01/09/2025,Cas,524.0,4.0,3.0,Ven,28700000.0,,Prados Vallarta,-103.41497,20.677459,6.0,4.5,0,54770.99236641221
Sep25_e64299a2,Inm24,Zap,01/09/2025,Cas,70.0,2.0,2.0,Ven,1280000.0,,Parques de Tesistán,-103.470421,20.794072,1.0,1.0,8,18285.714285714286
Sep25_91642ca0,Inm24,Zap,01/09/2025,Cas,126.0,3.0,2.0,Ven,3083000.0,700.0,Jardines de Nuevo México,-103.456703,20.775078,0.0,2.5,0,24468.25396825397
Sep25_bfae128f,Inm24,Zap,01/09/2025,Cas,781.0,6.0,7.0,Ven,14990000.0,,Victoria,-103.40198,20.643702,225.0,8.0,30,19193.341869398206
Sep25_eed5bc72,Inm24,Zap,01/09/2025,Cas,223.0,4.0,3.0,Ven,6500000.0,,Las Arboledas,-103.425878,20.633015,4.0,5.0,30,29147.98206278027
Sep25_899b7ff0,Inm24,Zap,01/09/2025,Cas,126.0,3.0,2.0,Ven,3225000.0,650.0,Madeiras,-103.426365,20.776172,10.0,2.5,5,25595.238095238095
Sep25_8f29dd86,Inm24,Gdl,01/09/2025,Cas,208.0,8.0,1.0,Ven,4450000.0,,Del Fresno,-103.367186,20.657783,80.0,5.5,0,21394.23076923077
Sep25_118ff43c,Inm24,Zap,01/09/2025,Cas,371.0,3.0,4.0,Ven,15900000.0,5000.0,Valle Real,-103.447018,20.724183,268.0,5.0,,42857.142857142855
Sep25_2f118905,Inm24,Zap,01/09/2025,Cas,350.0,3.0,3.0,Ven,9500000.0,,Ciudad Bugambilias,-103.463635,20.617416,178.0,4.0,36,27142.85714285714
Sep25_0cb73bbb,Inm24,Zap,01/09/2025,Cas,90.0,2.0,1.0,Ven,3420000.0,,Parques Tepeyac,-103.442146,20.64913,23.0,2.5,20,38000.0
Sep25_6d4e686b,Inm24,Zap,01/09/2025,Cas,378.0,4.0,3.0,Ven,22000000.0,2500.0,Santa Isabel,-103.409653,20.707727,285.0,3.5,42,58201.0582010582
Sep25_6212c0c6,Inm24,Zap,01/09/2025,Cas,141.0,3.0,2.0,Ven,3260000.0,,Paraísos del Colli,-103.448375,20.654024,80.0,2.0,,23120.567375886523
Sep25_bc5ec622,Inm24,Zap,01/09/2025,Cas,201.0,4.0,2.0,Ven,6900000.0,2350.0,Bosques Vallarta,-103.477288,20.720684,58.0,3.5,3,34328.35820895522
Sep25_58412acb,Inm24,Zap,01/09/2025,Cas,60.0,2.0,1.0,Ven,1850000.0,300.0,Misión La Floresta,-103.466234,20.628586,17.0,1.5,16,30833.333333333332
Sep25_fb091ba1,Inm24,Zap,01/09/2025,Cas,1000.0,5.0,8.0,Ven,55000000.0,,Colinas de San Javier,-103.401766,20.699472,170.0,6.5,30,55000.0
Sep25_312d196c,Inm24,Zap,01/09/2025,Cas,285.0,1.0,,Ven,4100000.0,,Loma Bonita Ejidal,-103.406276,20.625288,,2.0,30,14385.964912280702
Sep25_e7413b9e,Inm24,Zap,01/09/2025,Cas,400.0,4.0,5.0,Ven,13600000.0,,Ciudad Bugambilias,-103.472143,20.614452,,5.5,10,34000.0
Sep25_6b8eefdf,Inm24,Zap,01/09/2025,Cas,150.0,5.0,,Ven,2150000.0,,Indígena de Mezquitán,-103.33289,20.739443,4.0,2.0,110,14333.333333333334
Sep25_b8a9640a,Inm24,Gdl,01/09/2025,Cas,385.0,3.0,2.0,Ven,10490000.0,,Santa Mónica,-103.346918,20.711149,176.0,3.5,32,27246.753246753247
Sep25_805a0bc2,Inm24,Zap,01/09/2025,Cas,82.0,2.0,2.0,Ven,3258000.0,,Santa Ana Tepetitlán,-103.443973,20.616288,68.0,2.5,3,39731.70731707317
Sep25_b569cb7f,Inm24,Zap,01/09/2025,Cas,866.0,6.0,,Ven,36000000.0,,Puerta Las Lomas,-103.435934,20.706533,,5.5,2,41570.43879907621
Sep25_485a809a,Inm24,Desconocido,01/09/2025,Cas,380.0,4.0,4.0,Ven,12600000.0,4000.0,Desconocida,-103.476001,20.713307,62.0,4.5,10,33157.89473684211
Sep25_9b1b70f9,Inm24,Gdl,01/09/2025,Cas,486.0,3.0,4.0,Ven,14650000.0,,La Penal,-103.315204,20.66886,192.0,4.5,60,30144.0329218107
Sep25_fcc78a40,Inm24,Zap,01/09/2025,Cas,1500.0,3.0,3.0,Ven,12000000.0,,La Venta del Astillero,-103.540525,20.724989,,4.5,10,8000.0
Sep25_473d1d15,Inm24,Gdl,01/09/2025,Cas,343.0,5.0,3.0,Ven,8500000.0,,Lomas de Independencia,-103.329711,20.713842,166.0,3.5,25,24781.34110787172
Sep25_6a5fff7c,Inm24,Desconocido,01/09/2025,Cas,202.0,3.0,2.0,Ven,8500000.0,,Desconocida,-103.476705,20.732695,72.0,4.0,0,42079.207920792076
Sep25_7075d846,Inm24,Gdl,01/09/2025,Cas,220.0,4.0,2.0,Ven,7000000.0,,Jardines del Country,-103.364007,20.706172,,4.0,24,31818.18181818182
Sep25_4f2fc4a8,Inm24,Zap,01/09/2025,Cas,215.0,3.0,2.0,Ven,4595000.0,,Los Robles,-103.414808,20.760311,243.0,4.0,4,21372.093023255813
Sep25_a6308f21,Inm24,Zap,01/09/2025,Cas,450.0,4.0,4.0,Ven,32000000.0,,Lomas del Valle,-103.4035,20.689041,,4.5,0,71111.11111111111
Sep25_775a7dfe,Inm24,Zap,01/09/2025,Cas,200.0,3.0,2.0,Ven,4490000.0,,Lomas de Zapopan,-103.400179,20.743528,1.0,2.5,20,22450.0
Sep25_7dbca937,Inm24,Zap,01/09/2025,Cas,400.0,4.0,4.0,Ven,23480999.0,,Alcázar Poniente,-103.4271,20.695735,30.0,4.5,0,58702.4975
Sep25_f4c34654,Inm24,Zap,01/09/2025,Cas,194.0,4.0,,Ven,6908000.0,,Valle Imperial,-103.440383,20.783709,150.0,4.0,0,35608.24742268041
Sep25_d9f31510,Inm24,Zap,01/09/2025,Cas,335.0,4.0,2.0,Ven,12900000.0,,Chapalita de Occidente,-103.424634,20.656473,78.0,3.5,25,38507.46268656717
Sep25_0ba51fc1,Inm24,Desconocido,01/09/2025,Cas,270.0,5.0,2.0,Ven,8950000.0,,Desconocida,-103.479236,20.726672,217.0,5.0,en construcción,33148.148148148146
Sep25_f8ee101f,Inm24,Gdl,01/09/2025,Cas,307.0,4.0,1.0,Ven,5300000.0,,Moderna,-103.356687,20.66501,304.0,2.5,50,17263.84364820847
Sep25_f1a22d0e,Inm24,Zap,01/09/2025,Cas,482.0,4.0,6.0,Ven,26000000.0,,Royal Country,-103.423002,20.708674,271.0,5.5,4,53941.908713692945
Sep25_65513896,Inm24,Desconocido,01/09/2025,Cas,157.0,3.0,2.0,Ven,9827000.0,,Desconocida,-103.476705,20.732695,275.0,3.5,0,62592.35668789809
Sep25_7053e5f2,Inm24,Zap,01/09/2025,Cas,253.0,3.0,2.0,Ven,10950000.0,,Base Aérea Militar No 5,-103.458241,20.726247,163.0,5.0,6,43280.63241106719
Sep25_627cb54f,Inm24,Zap,01/09/2025,Cas,354.0,3.0,4.0,Ven,4200000.0,,Loma Bonita Ejidal,-103.405982,20.62908,124.0,3.0,30,11864.406779661016
Sep25_316d725b,Inm24,Zap,01/09/2025,Cas,62.0,2.0,2.0,Ven,2200000.0,1000.0,El Campestre,-103.54079,20.73926,3.0,1.5,0,35483.87096774193
Sep25_1475d4cb,Inm24,Zap,01/09/2025,Cas,537.0,4.0,,Ven,32000000.0,,Puerta del Bosque,-103.419151,20.699478,53.0,4.0,7,59590.316573556796
Sep25_0b19f38e,Inm24,Gdl,01/09/2025,Cas,340.0,4.0,,Ven,12600000.0,,Ladrón de Guevara,-103.367884,20.677716,37.0,3.0,0,37058.82352941176
Sep25_ca53bddb,Inm24,Zap,01/09/2025,Cas,325.0,4.0,4.0,Ven,7950000.0,,Vistas del Valle,-103.487308,20.609437,2.0,4.5,,24461.53846153846
Sep25_98162ef6,Inm24,Zap,01/09/2025,Cas,326.0,3.0,5.0,Ven,21500000.0,,Royal Country,-103.422792,20.708151,50.0,4.5,5,65950.92024539877
Sep25_f37fbf92,Inm24,Zap,01/09/2025,Cas,240.0,3.0,2.0,Ven,10550000.0,,Lomas del Valle,-103.405682,20.688088,,3.5,8,43958.333333333336
Sep25_55f6b535,Inm24,Zap,01/09/2025,Cas,220.0,5.0,2.0,Ven,5490000.0,,Loma Bonita Sur,-103.402346,20.635022,,3.0,25,24954.545454545456
